customer_id,rank,product_id,method
C000031,3,P04827,hybrid_svd
C000031,4,P02169,hybrid_svd
C000031,5,P03452,hybrid_svd
C000031,6,P04371,hybrid_svd
C000031,7,P01760,hybrid_svd
C000031,8,P00088,hybrid_svd
C000031,9,P02887,hybrid_svd
C000031,10,P04439,hybrid_svd
C000032,1,P02592,hybrid_svd
C000032,2,P02611,hybrid_svd
C000032,3,P01024,hybrid_svd
C000032,4,P04237,hybrid_svd
C000032,5,P00271,hybrid_svd
C000032,6,P02527,hybrid_svd
C000032,7,P04130,hybrid_svd
C000032,8,P02831,hybrid_svd
C000032,9,P00093,hybrid_svd
C000032,10,P01924,hybrid_svd
C000034,1,P01839,hybrid_svd
C000034,2,P02776,hybrid_svd
C000034,3,P02479,hybrid_svd
C000034,4,P02034,hybrid_svd
C000034,5,P03464,hybrid_svd
C000034,6,P02806,hybrid_svd
C000034,7,P03850,hybrid_svd
C000034,8,P00993,hybrid_svd
C000034,9,P02861,hybrid_svd
C000034,10,P01210,hybrid_svd
C000035,1,P03838,hybrid_svd
C000035,2,P01521,hybrid_svd
C000035,3,P00847,hybrid_svd
C000035,4,P01937,hybrid_svd
C000035,5,P01173,hybrid_svd
C000035,6,P04368,hybrid_svd
C000035,7,P03519,hybrid_svd
C000035,8,P01439,hybrid_svd
C000035,9,P01364,hybrid_svd
C000035,10,P02293,hybrid_svd
C000038,1,P03603,hybrid_svd
C000038,2,P03285,hybrid_svd
C000038,3,P01019,hybrid_svd
C000038,4,P00450,hybrid_svd
C000038,5,P01095,hybrid_svd
C000038,6,P04744,hybrid_svd
C000038,7,P02642,hybrid_svd
C000038,8,P00344,hybrid_svd
C000038,9,P04758,hybrid_svd
C000038,10,P02632,hybrid_svd
C000039,1,P00216,hybrid_svd
C000039,2,P02410,hybrid_svd
C000039,3,P04407,hybrid_svd
C000039,4,P00524,hybrid_svd
C000039,5,P01955,hybrid_svd
C000039,6,P04871,hybrid_svd
C000039,7,P02465,hybrid_svd
C000039,8,P03395,hybrid_svd
C000039,9,P01524,hybrid_svd
C000039,10,P01547,hybrid_svd
C000040,1,P01780,hybrid_svd
C000040,2,P03733,hybrid_svd
C000040,3,P03986,hybrid_svd
C000040,4,P00472,hybrid_svd
C000040,5,P02674,hybrid_svd
C000040,6,P04357,hybrid_svd
C000040,7,P00514,hybrid_svd
C000040,8,P02919,hybrid_svd
C000040,9,P02773,hybrid_svd
C000040,10,P02956,hybrid_svd
C000041,1,P03533,hybrid_svd
C000041,2,P01800,hybrid_svd
C000041,3,P03672,hybrid_svd
C000041,4,P02542,hybrid_svd
C000041,5,P00078,hybrid_svd
C000041,6,P03034,hybrid_svd
C000041,7,P02020,hybrid_svd
C000041,8,P04256,hybrid_svd
C000041,9,P00366,hybrid_svd
C000041,10,P01709,hybrid_svd
C000043,1,P02902,hybrid_svd
C000043,2,P02280,hybrid_svd
C000043,3,P02973,hybrid_svd
C000043,4,P02674,hybrid_svd
C000043,5,P04015,hybrid_svd
C000043,6,P04215,hybrid_svd
C000043,7,P02395,hybrid_svd
C000043,8,P02065,hybrid_svd
C000043,9,P02457,hybrid_svd
C000043,10,P00993,hybrid_svd
C000044,1,P03255,hybrid_svd
C000044,2,P03672,hybrid_svd
C000044,3,P03103,hybrid_svd
C000044,4,P00760,hybrid_svd
C000044,5,P00854,hybrid_svd
C000044,6,P03003,hybrid_svd
C000044,7,P02351,hybrid_svd
C000044,8,P04098,hybrid_svd
C000044,9,P01795,hybrid_svd
C000044,10,P01194,hybrid_svd
C000046,1,P01760,hybrid_svd
C000046,2,P04871,hybrid_svd
C000046,3,P01555,hybrid_svd
C000046,4,P02735,hybrid_svd
C000046,5,P01957,hybrid_svd
C000046,6,P02410,hybrid_svd
C000046,7,P03277,hybrid_svd
C000046,8,P00252,hybrid_svd
C000046,9,P02134,hybrid_svd
C000046,10,P03533,hybrid_svd
C000047,1,P02984,hybrid_svd
C000047,2,P01125,hybrid_svd
C000047,3,P02040,hybrid_svd
C000047,4,P03748,hybrid_svd
C000047,5,P00983,hybrid_svd
C000047,6,P01397,hybrid_svd
C000047,7,P01142,hybrid_svd
C000047,8,P04628,hybrid_svd
C000047,9,P01824,hybrid_svd
C000047,10,P02835,hybrid_svd
C000048,1,P01968,hybrid_svd
C000048,2,P03862,hybrid_svd
C000048,3,P00288,hybrid_svd
C000048,4,P03866,hybrid_svd
C000048,5,P04998,hybrid_svd
C000048,6,P01793,hybrid_svd
C000048,7,P04843,hybrid_svd
C000048,8,P01955,hybrid_svd
C000048,9,P03022,hybrid_svd
C000048,10,P02545,hybrid_svd
C000049,1,P02129,hybrid_svd
C000049,2,P03873,hybrid_svd
C000049,3,P01982,hybrid_svd
C000049,4,P02309,hybrid_svd
C000049,5,P03414,hybrid_svd
C000049,6,P00025,hybrid_svd
C000049,7,P00861,hybrid_svd
C000049,8,P00234,hybrid_svd
C000049,9,P01535,hybrid_svd
C000049,10,P03700,hybrid_svd
C000051,1,P04587,hybrid_svd
C000051,2,P04552,hybrid_svd
C000051,3,P03797,hybrid_svd
C000051,4,P01025,hybrid_svd
C000051,5,P01373,hybrid_svd
C000051,6,P00252,hybrid_svd
C000051,7,P03811,hybrid_svd
C000051,8,P02988,hybrid_svd
C000051,9,P01783,hybrid_svd
C000051,10,P03314,hybrid_svd
C000052,1,P03682,hybrid_svd
C000052,2,P04693,hybrid_svd
C000052,3,P01443,hybrid_svd
C000052,4,P04770,hybrid_svd
C000052,5,P01896,hybrid_svd
C000052,6,P03200,hybrid_svd
C000052,7,P01059,hybrid_svd
C000052,8,P03896,hybrid_svd
C000052,9,P00208,hybrid_svd
C000052,10,P00855,hybrid_svd
C000057,1,P00024,hybrid_svd
C000057,2,P00651,hybrid_svd
C000057,3,P04539,hybrid_svd
C000057,4,P03792,hybrid_svd
C000057,5,P00180,hybrid_svd
C000057,6,P04975,hybrid_svd
C000057,7,P04812,hybrid_svd
C000057,8,P03741,hybrid_svd
C000057,9,P03371,hybrid_svd
C000057,10,P02710,hybrid_svd
C000061,1,P04026,hybrid_svd
C000061,2,P03200,hybrid_svd
C000061,3,P02899,hybrid_svd
C000061,4,P03263,hybrid_svd
C000061,5,P01187,hybrid_svd
C000061,6,P04015,hybrid_svd
C000061,7,P04404,hybrid_svd
C000061,8,P00341,hybrid_svd
C000061,9,P02298,hybrid_svd
C000061,10,P04675,hybrid_svd
C000062,1,P00215,hybrid_svd
C000062,2,P00760,hybrid_svd
C000062,3,P00366,hybrid_svd
C000062,4,P01173,hybrid_svd
C000062,5,P01429,hybrid_svd
C000062,6,P01364,hybrid_svd
C000062,7,P04998,hybrid_svd
C000062,8,P04203,hybrid_svd
C000062,9,P03862,hybrid_svd
C000062,10,P02760,hybrid_svd
C000063,1,P02564,cold_start
C000063,2,P04109,cold_start
C000063,3,P04887,cold_start
C000063,4,P01800,cold_start
C000063,5,P02382,cold_start
C000063,6,P00200,cold_start
C000063,7,P01869,cold_start
C000063,8,P03437,cold_start
C000063,9,P01665,cold_start
C000063,10,P00215,cold_start
C000064,1,P01956,hybrid_svd
C000064,2,P02268,hybrid_svd
C000064,3,P02293,hybrid_svd
C000064,4,P03866,hybrid_svd
C000064,5,P04343,hybrid_svd
C000064,6,P02262,hybrid_svd
C000064,7,P03290,hybrid_svd
C000064,8,P04191,hybrid_svd
C000064,9,P03174,hybrid_svd
C000064,10,P01376,hybrid_svd
C000065,1,P04161,hybrid_svd
C000065,2,P02305,hybrid_svd
C000065,3,P04312,hybrid_svd
C000065,4,P01510,hybrid_svd
C000065,5,P04990,hybrid_svd
C000065,6,P02035,hybrid_svd
C000065,7,P04554,hybrid_svd
C000065,8,P00746,hybrid_svd
C000065,9,P02798,hybrid_svd
C000065,10,P04982,hybrid_svd
C000066,1,P01888,hybrid_svd
C000066,2,P00949,hybrid_svd
C000066,3,P02334,hybrid_svd
C000066,4,P04128,hybrid_svd
C000066,5,P03146,hybrid_svd
C000066,6,P04742,hybrid_svd
C000066,7,P02603,hybrid_svd
C000066,8,P04242,hybrid_svd
C000066,9,P00840,hybrid_svd
C000066,10,P02595,hybrid_svd
C000068,1,P04204,hybrid_svd
C000068,2,P02284,hybrid_svd
C000068,3,P04357,hybrid_svd
C000068,4,P01510,hybrid_svd
C000068,5,P01591,hybrid_svd
C000068,6,P02974,hybrid_svd
C000068,7,P03485,hybrid_svd
C000068,8,P04187,hybrid_svd
C000068,9,P04108,hybrid_svd
C000068,10,P03337,hybrid_svd
C000071,1,P04036,hybrid_svd
C000071,2,P04666,hybrid_svd
C000071,3,P03867,hybrid_svd
C000071,4,P04248,hybrid_svd
C000071,5,P02456,hybrid_svd
C000071,6,P03334,hybrid_svd
C000071,7,P04742,hybrid_svd
C000071,8,P01936,hybrid_svd
C000071,9,P04491,hybrid_svd
C000071,10,P04535,hybrid_svd
C000072,1,P03255,hybrid_svd
C000072,2,P04899,hybrid_svd
C000072,3,P03376,hybrid_svd
C000072,4,P00942,hybrid_svd
C000072,5,P03561,hybrid_svd
C000072,6,P03125,hybrid_svd
C000072,7,P02972,hybrid_svd
C000072,8,P03200,hybrid_svd
C000072,9,P01938,hybrid_svd
C000072,10,P04010,hybrid_svd
C000073,1,P01019,hybrid_svd
C000073,2,P02716,hybrid_svd
C000073,3,P00651,hybrid_svd
C000073,4,P04582,hybrid_svd
C000073,5,P04143,hybrid_svd
C000073,6,P02735,hybrid_svd
C000073,7,P04046,hybrid_svd
C000073,8,P00450,hybrid_svd
C000073,9,P01797,hybrid_svd
C000073,10,P04521,hybrid_svd
C000074,1,P03838,hybrid_svd
C000074,2,P04767,hybrid_svd
C000074,3,P03452,hybrid_svd
C000074,4,P04392,hybrid_svd
C000074,5,P02309,hybrid_svd
C000074,6,P03597,hybrid_svd
C000074,7,P00366,hybrid_svd
C000074,8,P03395,hybrid_svd
C000074,9,P00391,hybrid_svd
C000074,10,P04098,hybrid_svd
C000075,1,P02760,hybrid_svd
C000075,2,P00955,hybrid_svd
C000075,3,P00940,hybrid_svd
C000075,4,P00948,hybrid_svd
C000075,5,P01375,hybrid_svd
C000075,6,P03299,hybrid_svd
C000075,7,P00027,hybrid_svd
C000075,8,P03139,hybrid_svd
C000075,9,P03472,hybrid_svd
C000075,10,P00735,hybrid_svd
C000076,1,P03452,hybrid_svd
C000076,2,P02055,hybrid_svd
C000076,3,P02169,hybrid_svd
C000076,4,P01556,hybrid_svd
C000076,5,P04333,hybrid_svd
C000076,6,P04166,hybrid_svd
C000076,7,P00146,hybrid_svd
C000076,8,P01046,hybrid_svd
C000076,9,P03179,hybrid_svd
C000076,10,P00115,hybrid_svd
C000077,1,P04550,hybrid_svd
C000077,2,P04627,hybrid_svd
C000077,3,P02650,hybrid_svd
C000077,4,P03652,hybrid_svd
C000077,5,P02740,hybrid_svd
C000077,6,P02428,hybrid_svd
C000077,7,P02076,hybrid_svd
C000077,8,P00282,hybrid_svd
C000077,9,P01095,hybrid_svd
C000077,10,P01083,hybrid_svd
C000079,1,P02956,hybrid_svd
C000079,2,P04666,hybrid_svd
C000079,3,P02622,hybrid_svd
C000079,4,P02537,hybrid_svd
C000079,5,P03139,hybrid_svd
C000079,6,P04599,hybrid_svd
C000079,7,P02146,hybrid_svd
C000079,8,P02755,hybrid_svd
C000079,9,P04167,hybrid_svd
C000079,10,P02338,hybrid_svd
C000082,1,P03276,hybrid_svd
C000082,2,P00472,hybrid_svd
C000082,3,P02284,hybrid_svd
C000082,4,P04204,hybrid_svd
C000082,5,P03414,hybrid_svd
C000082,6,P02309,hybrid_svd
C000082,7,P04198,hybrid_svd
C000082,8,P01021,hybrid_svd
C000082,9,P01347,hybrid_svd
C000082,10,P00102,hybrid_svd
C000084,1,P04370,hybrid_svd
C000084,2,P02382,hybrid_svd
C000084,3,P00115,hybrid_svd
C000084,4,P03263,hybrid_svd
C000084,5,P04506,hybrid_svd
C000084,6,P00946,hybrid_svd
C000084,7,P04989,hybrid_svd
C000084,8,P00610,hybrid_svd
C000084,9,P01800,hybrid_svd
C000084,10,P04498,hybrid_svd
C000085,1,P01059,hybrid_svd
C000085,2,P00453,hybrid_svd
C000085,3,P03682,hybrid_svd
C000085,4,P01903,hybrid_svd
C000085,5,P04770,hybrid_svd
C000085,6,P01937,hybrid_svd
C000085,7,P03873,hybrid_svd
C000085,8,P00181,hybrid_svd
C000085,9,P00127,hybrid_svd
C000085,10,P01919,hybrid_svd
C000087,1,P02395,hybrid_svd
C000087,2,P02231,hybrid_svd
C000087,3,P03663,hybrid_svd
C000087,4,P00932,hybrid_svd
C000087,5,P04026,hybrid_svd
C000087,6,P00663,hybrid_svd
C000087,7,P00234,hybrid_svd
C000087,8,P03299,hybrid_svd
C000087,9,P00216,hybrid_svd
C000087,10,P02890,hybrid_svd
C000088,1,P02903,hybrid_svd
C000088,2,P03039,hybrid_svd
C000088,3,P01968,hybrid_svd
C000088,4,P00330,hybrid_svd
C000088,5,P02457,hybrid_svd
C000088,6,P02645,hybrid_svd
C000088,7,P03333,hybrid_svd
C000088,8,P03545,hybrid_svd
C000088,9,P01481,hybrid_svd
C000088,10,P04668,hybrid_svd
C000089,1,P02174,hybrid_svd
C000089,2,P03652,hybrid_svd
C000089,3,P01780,hybrid_svd
C000089,4,P04198,hybrid_svd
C000089,5,P04498,hybrid_svd
C000089,6,P02922,hybrid_svd
C000089,7,P03452,hybrid_svd
C000089,8,P03127,hybrid_svd
C000089,9,P01113,hybrid_svd
C000089,10,P03923,hybrid_svd
C000090,1,P04693,hybrid_svd
C000090,2,P00208,hybrid_svd
C000090,3,P04666,hybrid_svd
C000090,4,P01782,hybrid_svd
C000090,5,P00267,hybrid_svd
C000090,6,P00509,hybrid_svd
C000090,7,P04104,hybrid_svd
C000090,8,P00450,hybrid_svd
C000090,9,P01059,hybrid_svd
C000090,10,P01903,hybrid_svd
C000091,1,P01025,hybrid_svd
C000091,2,P01373,hybrid_svd
C000091,3,P00344,hybrid_svd
C000091,4,P03314,hybrid_svd
C000091,5,P03836,hybrid_svd
C000091,6,P03180,hybrid_svd
C000091,7,P03797,hybrid_svd
C000091,8,P01794,hybrid_svd
C000091,9,P02389,hybrid_svd
C000091,10,P04698,hybrid_svd
C000092,1,P02487,hybrid_svd
C000092,2,P01980,hybrid_svd
C000092,3,P00926,hybrid_svd
C000092,4,P03364,hybrid_svd
C000092,5,P03395,hybrid_svd
C000092,6,P01383,hybrid_svd
C000092,7,P04693,hybrid_svd
C000092,8,P00890,hybrid_svd
C000092,9,P01866,hybrid_svd
C000092,10,P00191,hybrid_svd
C000095,1,P00728,hybrid_svd
C000095,2,P00117,hybrid_svd
C000095,3,P00714,hybrid_svd
C000095,4,P03276,hybrid_svd
C000095,5,P01257,hybrid_svd
C000095,6,P01780,hybrid_svd
C000095,7,P04407,hybrid_svd
C000095,8,P02040,hybrid_svd
C000095,9,P00329,hybrid_svd
C000095,10,P01002,hybrid_svd
C000098,1,P02716,hybrid_svd
C000098,2,P03603,hybrid_svd
C000098,3,P03176,hybrid_svd
C000098,4,P00442,hybrid_svd
C000098,5,P03783,hybrid_svd
C000098,6,P03564,hybrid_svd
C000098,7,P04744,hybrid_svd
C000098,8,P00168,hybrid_svd
C000098,9,P01845,hybrid_svd
C000098,10,P00777,hybrid_svd
C000100,1,P03942,hybrid_svd
C000100,2,P04679,hybrid_svd
C000100,3,P04015,hybrid_svd
C000100,4,P03414,hybrid_svd
C000100,5,P04599,hybrid_svd
C000100,6,P02776,hybrid_svd
C000100,7,P00850,hybrid_svd
C000100,8,P00577,hybrid_svd
C000100,9,P04242,hybrid_svd
C000100,10,P02984,hybrid_svd
C000101,1,P01709,hybrid_svd
C000101,2,P04693,hybrid_svd
C000101,3,P04506,hybrid_svd
C000101,4,P02281,hybrid_svd
C000101,5,P01059,hybrid_svd
C000101,6,P03519,hybrid_svd
C000101,7,P01903,hybrid_svd
C000101,8,P01060,hybrid_svd
C000101,9,P04982,hybrid_svd
C000101,10,P03896,hybrid_svd
C000102,1,P01521,hybrid_svd
C000102,2,P04098,hybrid_svd
C000102,3,P02293,hybrid_svd
C000102,4,P04794,hybrid_svd
C000102,5,P01956,hybrid_svd
C000102,6,P04343,hybrid_svd
C000102,7,P02370,hybrid_svd
C000102,8,P02542,hybrid_svd
C000102,9,P00163,hybrid_svd
C000102,10,P01504,hybrid_svd
C000103,1,P02623,hybrid_svd
C000103,2,P03174,hybrid_svd
C000103,3,P00318,hybrid_svd
C000103,4,P01323,hybrid_svd
C000103,5,P02603,hybrid_svd
C000103,6,P04002,hybrid_svd
C000103,7,P00392,hybrid_svd
C000103,8,P04045,hybrid_svd
C000103,9,P02479,hybrid_svd
C000103,10,P04371,hybrid_svd
C000104,1,P00978,hybrid_svd
C000104,2,P04566,hybrid_svd
C000104,3,P02169,hybrid_svd
C000104,4,P04509,hybrid_svd
C000104,5,P00094,hybrid_svd
C000104,6,P03651,hybrid_svd
C000104,7,P02258,hybrid_svd
C000104,8,P03467,hybrid_svd
C000104,9,P00132,hybrid_svd
C000104,10,P00431,hybrid_svd
C000105,1,P02760,hybrid_svd
C000105,2,P04637,hybrid_svd
C000105,3,P04493,hybrid_svd
C000105,4,P03748,hybrid_svd
C000105,5,P00209,hybrid_svd
C000105,6,P04072,hybrid_svd
C000105,7,P00728,hybrid_svd
C000105,8,P03529,hybrid_svd
C000105,9,P02248,hybrid_svd
C000105,10,P01397,hybrid_svd
C000107,1,P03612,hybrid_svd
C000107,2,P03067,hybrid_svd
C000107,3,P01615,hybrid_svd
C000107,4,P00050,hybrid_svd
C000107,5,P04761,hybrid_svd
C000107,6,P04899,hybrid_svd
C000107,7,P03663,hybrid_svd
C000107,8,P01675,hybrid_svd
C000107,9,P04099,hybrid_svd
C000107,10,P02899,hybrid_svd
C000108,1,P01793,hybrid_svd
C000108,2,P02513,hybrid_svd
C000108,3,P03305,hybrid_svd
C000108,4,P01052,hybrid_svd
C000108,5,P00978,hybrid_svd
C000108,6,P04509,hybrid_svd
C000108,7,P03733,hybrid_svd
C000108,8,P00952,hybrid_svd
C000108,9,P03304,hybrid_svd
C000108,10,P03565,hybrid_svd
C000109,1,P03682,hybrid_svd
C000109,2,P01059,hybrid_svd
C000109,3,P01060,hybrid_svd
C000109,4,P01937,hybrid_svd
C000109,5,P01709,hybrid_svd
C000109,6,P03519,hybrid_svd
C000109,7,P03672,hybrid_svd
C000109,8,P01903,hybrid_svd
C000109,9,P01782,hybrid_svd
C000109,10,P01443,hybrid_svd
C000114,1,P04010,hybrid_svd
C000114,2,P03339,hybrid_svd
C000114,3,P01059,hybrid_svd
C000114,4,P03873,hybrid_svd
C000114,5,P01709,hybrid_svd
C000114,6,P00181,hybrid_svd
C000114,7,P03682,hybrid_svd
C000114,8,P01248,hybrid_svd
C000114,9,P03998,hybrid_svd
C000114,10,P02304,hybrid_svd
C000116,1,P01248,hybrid_svd
C000116,2,P01059,hybrid_svd
C000116,3,P01145,hybrid_svd
C000116,4,P03672,hybrid_svd
C000116,5,P01937,hybrid_svd
C000116,6,P02293,hybrid_svd
C000116,7,P00542,hybrid_svd
C000116,8,P04943,hybrid_svd
C000116,9,P01060,hybrid_svd
C000116,10,P03519,hybrid_svd
C000117,1,P02877,hybrid_svd
C000117,2,P04036,hybrid_svd
C000117,3,P01319,hybrid_svd
C000117,4,P03565,hybrid_svd
C000117,5,P03877,hybrid_svd
C000117,6,P00330,hybrid_svd
C000117,7,P02545,hybrid_svd
C000117,8,P04628,hybrid_svd
C000117,9,P01555,hybrid_svd
C000117,10,P03459,hybrid_svd
C000118,1,P03339,hybrid_svd
C000118,2,P01108,hybrid_svd
C000118,3,P01866,hybrid_svd
C000118,4,P00127,hybrid_svd
C000118,5,P03700,hybrid_svd
C000118,6,P02735,hybrid_svd
C000118,7,P00693,hybrid_svd
C000118,8,P04918,hybrid_svd
C000118,9,P04613,hybrid_svd
C000118,10,P02767,hybrid_svd
C000119,1,P01095,hybrid_svd
C000119,2,P04267,hybrid_svd
C000119,3,P02479,hybrid_svd
C000119,4,P00993,hybrid_svd
C000119,5,P00315,hybrid_svd
C000119,6,P03485,hybrid_svd
C000119,7,P02034,hybrid_svd
C000119,8,P04863,hybrid_svd
C000119,9,P02431,hybrid_svd
