customer_id,cluster,segment_name
C025523,2,Dormant 2
C026070,2,Dormant 2
C026077,2,Dormant 2
C026761,2,Dormant 2
C026866,2,Dormant 2
C027962,2,Dormant 2
C028297,2,Dormant 2
C028834,2,Dormant 2
C030280,2,Dormant 2
C033772,2,Dormant 2
C035336,2,Dormant 2
C037502,2,Dormant 2
C037739,2,Dormant 2
C038603,2,Dormant 2
C038999,2,Dormant 2
C039759,2,Dormant 2
C041311,2,Dormant 2
C041625,2,Dormant 2
C041856,2,Dormant 2
C042997,2,Dormant 2
C043890,2,Dormant 2
C044797,2,Dormant 2
C045227,2,Dormant 2
C046813,2,Dormant 2
C047051,2,Dormant 2
C048871,2,Dormant 2
C049558,2,Dormant 2
C001072,2,Dormant 2
C003489,2,Dormant 2
C007235,2,Dormant 2
C009268,2,Dormant 2
C012074,2,Dormant 2
C015688,2,Dormant 2
C029018,2,Dormant 2
C033108,2,Dormant 2
C035510,2,Dormant 2
C045267,2,Dormant 2
C047323,2,Dormant 2
C002913,2,Dormant 2
C004716,2,Dormant 2
C009148,2,Dormant 2
C021143,2,Dormant 2
C032064,2,Dormant 2
C033065,2,Dormant 2
C042265,2,Dormant 2
C048956,2,Dormant 2
C002089,2,Dormant 2
C002256,2,Dormant 2
C003778,2,Dormant 2
C004305,2,Dormant 2
C008624,2,Dormant 2
C009607,2,Dormant 2
C009772,2,Dormant 2
C013608,2,Dormant 2
C014576,2,Dormant 2
C015191,2,Dormant 2
C016527,2,Dormant 2
C018352,2,Dormant 2
C018657,2,Dormant 2
C019189,2,Dormant 2
C019605,2,Dormant 2
C023039,2,Dormant 2
C024188,2,Dormant 2
C025125,2,Dormant 2
C025776,2,Dormant 2
C026128,2,Dormant 2
C026676,2,Dormant 2
C026900,2,Dormant 2
C027399,2,Dormant 2
C028393,2,Dormant 2
C028556,2,Dormant 2
C029350,2,Dormant 2
C030124,2,Dormant 2
C030604,2,Dormant 2
C030948,2,Dormant 2
C031915,2,Dormant 2
C032051,2,Dormant 2
C032304,2,Dormant 2
C032733,2,Dormant 2
C033480,2,Dormant 2
C034010,2,Dormant 2
C034583,2,Dormant 2
C034657,2,Dormant 2
C038699,2,Dormant 2
C039829,2,Dormant 2
C042231,2,Dormant 2
C042933,2,Dormant 2
C043912,2,Dormant 2
C044214,2,Dormant 2
C047177,2,Dormant 2
C047613,2,Dormant 2
C048569,2,Dormant 2
C048982,2,Dormant 2
C048989,2,Dormant 2
C003188,2,Dormant 2
C005432,2,Dormant 2
C009678,2,Dormant 2
C010085,2,Dormant 2
C010336,2,Dormant 2
C010413,2,Dormant 2
C011423,2,Dormant 2
C012570,2,Dormant 2
C013034,2,Dormant 2
C015552,2,Dormant 2
C016245,2,Dormant 2
C016966,2,Dormant 2
C017172,2,Dormant 2
C018615,2,Dormant 2
C018680,2,Dormant 2
C018683,2,Dormant 2
C018869,2,Dormant 2
C021113,2,Dormant 2
C021682,2,Dormant 2
C023417,2,Dormant 2
C023618,2,Dormant 2
C024039,2,Dormant 2
C024916,2,Dormant 2
C025320,2,Dormant 2
C025876,2,Dormant 2
C026132,2,Dormant 2
C026728,2,Dormant 2
C027727,2,Dormant 2
C028712,2,Dormant 2
C029303,2,Dormant 2
C030004,2,Dormant 2
C031430,2,Dormant 2
C031464,2,Dormant 2
C031904,2,Dormant 2
C032879,2,Dormant 2
C034044,2,Dormant 2
C035059,2,Dormant 2
C036992,2,Dormant 2
C037016,2,Dormant 2
C038130,2,Dormant 2
C038427,2,Dormant 2
C038831,2,Dormant 2
C039820,2,Dormant 2
C040119,2,Dormant 2
C040242,2,Dormant 2
C040948,2,Dormant 2
C041221,2,Dormant 2
C041366,2,Dormant 2
C041609,2,Dormant 2
C041855,2,Dormant 2
C041989,2,Dormant 2
C048370,2,Dormant 2
C049218,2,Dormant 2
C049984,2,Dormant 2
C004025,2,Dormant 2
C010311,2,Dormant 2
C010444,2,Dormant 2
C030995,2,Dormant 2
C039124,2,Dormant 2
C040239,2,Dormant 2
C042238,2,Dormant 2
C044468,2,Dormant 2
C000837,2,Dormant 2
C013379,2,Dormant 2
C019158,2,Dormant 2
C020816,2,Dormant 2
C023086,2,Dormant 2
C028317,2,Dormant 2
C031856,2,Dormant 2
C036712,2,Dormant 2
C043223,2,Dormant 2
C043617,2,Dormant 2
C044819,2,Dormant 2
C045058,2,Dormant 2
C048764,2,Dormant 2
C001127,2,Dormant 2
C001501,2,Dormant 2
C003411,2,Dormant 2
C003802,2,Dormant 2
C005261,2,Dormant 2
C010639,2,Dormant 2
C011865,2,Dormant 2
C012297,2,Dormant 2
C012340,2,Dormant 2
C016832,2,Dormant 2
C017092,2,Dormant 2
C017216,2,Dormant 2
C017637,2,Dormant 2
C018094,2,Dormant 2
C022149,2,Dormant 2
C022240,2,Dormant 2
C022453,2,Dormant 2
C022583,2,Dormant 2
C022708,2,Dormant 2
C024373,2,Dormant 2
C025059,2,Dormant 2
C026814,2,Dormant 2
C029589,2,Dormant 2
C029747,2,Dormant 2
C030290,2,Dormant 2
C031280,2,Dormant 2
C031413,2,Dormant 2
C034769,2,Dormant 2
C035190,2,Dormant 2
C035604,2,Dormant 2
C036885,2,Dormant 2
C038938,2,Dormant 2
C042940,2,Dormant 2
C043698,2,Dormant 2
C043891,2,Dormant 2
C043903,2,Dormant 2
C044085,2,Dormant 2
C044294,2,Dormant 2
C044393,2,Dormant 2
C044905,2,Dormant 2
C046740,2,Dormant 2
C046803,2,Dormant 2
C047077,2,Dormant 2
C048214,2,Dormant 2
C049240,2,Dormant 2
C000455,2,Dormant 2
C002197,2,Dormant 2
C004757,2,Dormant 2
C004767,2,Dormant 2
C005739,2,Dormant 2
C006032,2,Dormant 2
C006907,2,Dormant 2
C007308,2,Dormant 2
C007334,2,Dormant 2
C007653,2,Dormant 2
C008053,2,Dormant 2
C008222,2,Dormant 2
C008286,2,Dormant 2
C009157,2,Dormant 2
C010188,2,Dormant 2
C010799,2,Dormant 2
C011938,2,Dormant 2
C012080,2,Dormant 2
C013716,2,Dormant 2
C014506,2,Dormant 2
C017070,2,Dormant 2
C019252,2,Dormant 2
C019805,2,Dormant 2
C021677,2,Dormant 2
C021895,2,Dormant 2
C021987,2,Dormant 2
C024168,2,Dormant 2
C025358,2,Dormant 2
C026000,2,Dormant 2
C026659,2,Dormant 2
C028559,2,Dormant 2
C029491,2,Dormant 2
C029893,2,Dormant 2
C032347,2,Dormant 2
C033293,2,Dormant 2
C033760,2,Dormant 2
C034196,2,Dormant 2
C038551,2,Dormant 2
C038769,2,Dormant 2
C039011,2,Dormant 2
C039066,2,Dormant 2
C039096,2,Dormant 2
C039473,2,Dormant 2
C039717,2,Dormant 2
C040534,2,Dormant 2
C047576,2,Dormant 2
C048845,2,Dormant 2
C002610,2,Dormant 2
C003237,2,Dormant 2
C006071,2,Dormant 2
C025419,2,Dormant 2
C028474,2,Dormant 2
C028679,2,Dormant 2
C029416,2,Dormant 2
C029777,2,Dormant 2
C034608,2,Dormant 2
C038200,2,Dormant 2
C038645,2,Dormant 2
C039919,2,Dormant 2
C043728,2,Dormant 2
C046456,2,Dormant 2
C003395,2,Dormant 2
C003447,2,Dormant 2
C006340,2,Dormant 2
C010439,2,Dormant 2
C014615,2,Dormant 2
C020546,2,Dormant 2
C021185,2,Dormant 2
C027569,2,Dormant 2
C028937,2,Dormant 2
C034246,2,Dormant 2
C037968,2,Dormant 2
C038338,2,Dormant 2
C045878,2,Dormant 2
C049372,2,Dormant 2
C000305,2,Dormant 2
C000838,2,Dormant 2
C001121,2,Dormant 2
C001934,2,Dormant 2
C002252,2,Dormant 2
C002534,2,Dormant 2
C003080,2,Dormant 2
C003635,2,Dormant 2
C005937,2,Dormant 2
C006794,2,Dormant 2
C008250,2,Dormant 2
C009671,2,Dormant 2
C010150,2,Dormant 2
C011512,2,Dormant 2
C013746,2,Dormant 2
C013872,2,Dormant 2
C015710,2,Dormant 2
C016356,2,Dormant 2
C016715,2,Dormant 2
C017133,2,Dormant 2
C017487,2,Dormant 2
C017934,2,Dormant 2
C019271,2,Dormant 2
C019876,2,Dormant 2
C021359,2,Dormant 2
C023662,2,Dormant 2
C024054,2,Dormant 2
C024472,2,Dormant 2
C025399,2,Dormant 2
C025481,2,Dormant 2
C025694,2,Dormant 2
C026270,2,Dormant 2
C026921,2,Dormant 2
C027575,2,Dormant 2
C027665,2,Dormant 2
C029203,2,Dormant 2
C029228,2,Dormant 2
C030393,2,Dormant 2
C032127,2,Dormant 2
C034675,2,Dormant 2
C034879,2,Dormant 2
C035276,2,Dormant 2
C036418,2,Dormant 2
C036679,2,Dormant 2
C039580,2,Dormant 2
C040325,2,Dormant 2
C040357,2,Dormant 2
C042012,2,Dormant 2
C042557,2,Dormant 2
C043854,2,Dormant 2
C044071,2,Dormant 2
C045745,2,Dormant 2
C046600,2,Dormant 2
C000710,2,Dormant 2
C000755,2,Dormant 2
C001763,2,Dormant 2
C003605,2,Dormant 2
C006039,2,Dormant 2
C006374,2,Dormant 2
C006477,2,Dormant 2
C007692,2,Dormant 2
C011343,2,Dormant 2
C013247,2,Dormant 2
C013699,2,Dormant 2
C013792,2,Dormant 2
C017221,2,Dormant 2
C017261,2,Dormant 2
C017554,2,Dormant 2
C018868,2,Dormant 2
C019085,2,Dormant 2
C021234,2,Dormant 2
C022464,2,Dormant 2
C022519,2,Dormant 2
C022621,2,Dormant 2
C022985,2,Dormant 2
C023065,2,Dormant 2
C023394,2,Dormant 2
C023683,2,Dormant 2
C023766,2,Dormant 2
C024982,2,Dormant 2
C025007,2,Dormant 2
C025188,2,Dormant 2
C025318,2,Dormant 2
C027104,2,Dormant 2
C027721,2,Dormant 2
C027723,2,Dormant 2
C027765,2,Dormant 2
C028105,2,Dormant 2
C029734,2,Dormant 2
C029920,2,Dormant 2
C030606,2,Dormant 2
C030783,2,Dormant 2
C031784,2,Dormant 2
C032354,2,Dormant 2
C032661,2,Dormant 2
C035795,2,Dormant 2
C035824,2,Dormant 2
C036649,2,Dormant 2
C037320,2,Dormant 2
C039037,2,Dormant 2
C039285,2,Dormant 2
C039368,2,Dormant 2
C040724,2,Dormant 2
C041027,2,Dormant 2
C041245,2,Dormant 2
C041714,2,Dormant 2
C042094,2,Dormant 2
C042924,2,Dormant 2
C044428,2,Dormant 2
C045490,2,Dormant 2
C046118,2,Dormant 2
C046981,2,Dormant 2
C047559,2,Dormant 2
C047827,2,Dormant 2
C047977,2,Dormant 2
C048039,2,Dormant 2
C049947,2,Dormant 2
C001000,2,Dormant 2
C002561,2,Dormant 2
C009307,2,Dormant 2
C011839,2,Dormant 2
C012676,2,Dormant 2
C013438,2,Dormant 2
C013572,2,Dormant 2
C023194,2,Dormant 2
C026991,2,Dormant 2
C029034,2,Dormant 2
C037443,2,Dormant 2
C038867,2,Dormant 2
C041288,2,Dormant 2
C047734,2,Dormant 2
C001391,2,Dormant 2
C002151,2,Dormant 2
C011597,2,Dormant 2
C011959,2,Dormant 2
C014012,2,Dormant 2
C032182,2,Dormant 2
C033078,2,Dormant 2
C035219,2,Dormant 2
C037886,2,Dormant 2
C040120,2,Dormant 2
C000554,2,Dormant 2
C005700,2,Dormant 2
C005825,2,Dormant 2
C008260,2,Dormant 2
C008474,2,Dormant 2
C008753,2,Dormant 2
C009023,2,Dormant 2
C009207,2,Dormant 2
C009455,2,Dormant 2
C009910,2,Dormant 2
C010404,2,Dormant 2
C010508,2,Dormant 2
C011227,2,Dormant 2
C011302,2,Dormant 2
C012960,2,Dormant 2
C014330,2,Dormant 2
C014459,2,Dormant 2
C014788,2,Dormant 2
C014873,2,Dormant 2
C015088,2,Dormant 2
C015579,2,Dormant 2
C017381,2,Dormant 2
C019303,2,Dormant 2
C019975,2,Dormant 2
C021491,2,Dormant 2
C023336,2,Dormant 2
C024179,2,Dormant 2
C024386,2,Dormant 2
C024458,2,Dormant 2
C026612,2,Dormant 2
C027114,2,Dormant 2
C027545,2,Dormant 2
C027894,2,Dormant 2
C028053,2,Dormant 2
C030922,2,Dormant 2
C031293,2,Dormant 2
C031990,2,Dormant 2
C032803,2,Dormant 2
C032981,2,Dormant 2
C033131,2,Dormant 2
C033441,2,Dormant 2
C033998,2,Dormant 2
C034012,2,Dormant 2
C034110,2,Dormant 2
C034272,2,Dormant 2
C037273,2,Dormant 2
C037746,2,Dormant 2
C037894,2,Dormant 2
C042345,2,Dormant 2
C042962,2,Dormant 2
C043897,2,Dormant 2
C044465,2,Dormant 2
C047368,2,Dormant 2
C048598,2,Dormant 2
C048887,2,Dormant 2
C001186,2,Dormant 2
C004621,2,Dormant 2
C006021,2,Dormant 2
C006460,2,Dormant 2
C006585,2,Dormant 2
C008209,2,Dormant 2
C008481,2,Dormant 2
C008521,2,Dormant 2
C008639,2,Dormant 2
C009181,2,Dormant 2
C010029,2,Dormant 2
C010106,2,Dormant 2
C012163,2,Dormant 2
C015345,2,Dormant 2
C015678,2,Dormant 2
C016257,2,Dormant 2
C016592,2,Dormant 2
C016656,2,Dormant 2
C018013,2,Dormant 2
C019497,2,Dormant 2
C019734,2,Dormant 2
C020566,2,Dormant 2
C020740,2,Dormant 2
C021163,2,Dormant 2
C022174,2,Dormant 2
C022227,2,Dormant 2
C023322,2,Dormant 2
C023951,2,Dormant 2
C024136,2,Dormant 2
C024229,2,Dormant 2
C024570,2,Dormant 2
C024732,2,Dormant 2
C025009,2,Dormant 2
C026745,2,Dormant 2
C027556,2,Dormant 2
C027993,2,Dormant 2
C029514,2,Dormant 2
C031644,2,Dormant 2
C032423,2,Dormant 2
C033352,2,Dormant 2
C033644,2,Dormant 2
C033751,2,Dormant 2
C034163,2,Dormant 2
C034194,2,Dormant 2
C034346,2,Dormant 2
C035625,2,Dormant 2
C035636,2,Dormant 2
C036954,2,Dormant 2
C038755,2,Dormant 2
C040109,2,Dormant 2
C040127,2,Dormant 2
C040355,2,Dormant 2
C042922,2,Dormant 2
C043396,2,Dormant 2
C043424,2,Dormant 2
C046242,2,Dormant 2
C046490,2,Dormant 2
C046827,2,Dormant 2
C048422,2,Dormant 2
C049173,2,Dormant 2
C000441,2,Dormant 2
C014569,2,Dormant 2
C047417,2,Dormant 2
C049248,2,Dormant 2
C005968,2,Dormant 2
C024779,2,Dormant 2
C016461,2,Dormant 2
C036514,2,Dormant 2
C029499,2,Dormant 2
C030158,2,Dormant 2
C013350,2,Dormant 2
C041586,2,Dormant 2
C045302,2,Dormant 2
C026412,2,Dormant 2
C009724,2,Dormant 2
C025165,2,Dormant 2
C041112,2,Dormant 2
C036382,2,Dormant 2
C018815,2,Dormant 2
C020744,2,Dormant 2
C033979,2,Dormant 2
C035293,2,Dormant 2
C044224,2,Dormant 2
C039342,2,Dormant 2
C046566,2,Dormant 2
C009779,2,Dormant 2
C016227,2,Dormant 2
C018820,3,Mid-Tier Active
C028150,3,Mid-Tier Active
C011975,0,Dormant 1
C009690,3,Mid-Tier Active
C026838,3,Mid-Tier Active
C031595,0,Dormant 1
C045148,3,Mid-Tier Active
C031973,3,Mid-Tier Active
C023009,3,Mid-Tier Active
C017140,0,Dormant 1
C011733,1,Champions
C002979,3,Mid-Tier Active
C028733,3,Mid-Tier Active
C036453,0,Dormant 1
C038751,3,Mid-Tier Active
C029317,1,Champions
C036177,3,Mid-Tier Active
C014245,3,Mid-Tier Active
C046077,3,Mid-Tier Active
C025203,3,Mid-Tier Active
C022019,3,Mid-Tier Active
C025731,3,Mid-Tier Active
C034094,3,Mid-Tier Active
C033821,3,Mid-Tier Active
C043997,3,Mid-Tier Active
C012473,3,Mid-Tier Active
C013014,3,Mid-Tier Active
C023595,3,Mid-Tier Active
C044996,3,Mid-Tier Active
C039951,0,Dormant 1
C036987,3,Mid-Tier Active
C029396,3,Mid-Tier Active
C011662,3,Mid-Tier Active
C037302,3,Mid-Tier Active
C046062,0,Dormant 1
C049713,3,Mid-Tier Active
C021432,3,Mid-Tier Active
C024558,3,Mid-Tier Active
C016261,1,Champions
C010446,0,Dormant 1
C014913,3,Mid-Tier Active
C041146,3,Mid-Tier Active
C039359,3,Mid-Tier Active
C047624,3,Mid-Tier Active
C048385,3,Mid-Tier Active
C000037,0,Dormant 1
C015510,1,Champions
C013727,0,Dormant 1
C025206,3,Mid-Tier Active
C020010,3,Mid-Tier Active
C049716,0,Dormant 1
C021699,3,Mid-Tier Active
C028015,3,Mid-Tier Active
C010527,3,Mid-Tier Active
C009118,3,Mid-Tier Active
C020538,3,Mid-Tier Active
C037478,3,Mid-Tier Active
C029517,1,Champions
C011614,3,Mid-Tier Active
C028083,3,Mid-Tier Active
C011210,3,Mid-Tier Active
C021785,3,Mid-Tier Active
C008987,1,Champions
C031696,3,Mid-Tier Active
C027290,3,Mid-Tier Active
C013955,3,Mid-Tier Active
C039876,3,Mid-Tier Active
C018216,3,Mid-Tier Active
C035355,3,Mid-Tier Active
C013076,3,Mid-Tier Active
C037250,3,Mid-Tier Active
C028133,3,Mid-Tier Active
C040409,3,Mid-Tier Active
C010481,3,Mid-Tier Active
C039395,3,Mid-Tier Active
C007660,3,Mid-Tier Active
C041108,0,Dormant 1
C023899,0,Dormant 1
C034655,3,Mid-Tier Active
C000909,3,Mid-Tier Active
C002387,3,Mid-Tier Active
C027756,0,Dormant 1
C007352,3,Mid-Tier Active
C010800,3,Mid-Tier Active
C039265,0,Dormant 1
C020737,3,Mid-Tier Active
C045125,0,Dormant 1
C001196,3,Mid-Tier Active
C021084,3,Mid-Tier Active
C001308,3,Mid-Tier Active
C014889,3,Mid-Tier Active
C037952,0,Dormant 1
C013205,3,Mid-Tier Active
C036681,1,Champions
C043777,3,Mid-Tier Active
C034395,3,Mid-Tier Active
C021378,0,Dormant 1
C039223,3,Mid-Tier Active
C046949,3,Mid-Tier Active
C010754,3,Mid-Tier Active
C016608,1,Champions
C014619,3,Mid-Tier Active
C039403,3,Mid-Tier Active
C026733,3,Mid-Tier Active
C044523,3,Mid-Tier Active
C019001,3,Mid-Tier Active
C044335,3,Mid-Tier Active
C016423,3,Mid-Tier Active
C022121,3,Mid-Tier Active
C000524,3,Mid-Tier Active
C037066,3,Mid-Tier Active
C030981,3,Mid-Tier Active
C006721,0,Dormant 1
C040513,3,Mid-Tier Active
C019428,0,Dormant 1
C022961,3,Mid-Tier Active
C046030,0,Dormant 1
C004173,3,Mid-Tier Active
C045959,0,Dormant 1
C049184,0,Dormant 1
C008317,3,Mid-Tier Active
C016188,3,Mid-Tier Active
C044492,3,Mid-Tier Active
C036057,0,Dormant 1
C044378,3,Mid-Tier Active
C034524,3,Mid-Tier Active
C030449,3,Mid-Tier Active
C003449,3,Mid-Tier Active
C011754,3,Mid-Tier Active
C028722,0,Dormant 1
C027878,3,Mid-Tier Active
C023892,3,Mid-Tier Active
C022068,3,Mid-Tier Active
C035858,3,Mid-Tier Active
C031495,3,Mid-Tier Active
C035947,3,Mid-Tier Active
C015829,0,Dormant 1
C025674,3,Mid-Tier Active
C039015,3,Mid-Tier Active
C028687,3,Mid-Tier Active
C003132,0,Dormant 1
C007064,0,Dormant 1
C016424,3,Mid-Tier Active
C037481,3,Mid-Tier Active
C020467,3,Mid-Tier Active
C026536,3,Mid-Tier Active
C004522,3,Mid-Tier Active
C005604,3,Mid-Tier Active
C004626,0,Dormant 1
C039877,3,Mid-Tier Active
C030583,3,Mid-Tier Active
C046807,3,Mid-Tier Active
C025177,3,Mid-Tier Active
C036247,3,Mid-Tier Active
C036149,3,Mid-Tier Active
C040731,3,Mid-Tier Active
C039215,3,Mid-Tier Active
C049511,3,Mid-Tier Active
C043297,3,Mid-Tier Active
C025225,3,Mid-Tier Active
C004542,3,Mid-Tier Active
C026017,3,Mid-Tier Active
C041584,3,Mid-Tier Active
C031661,3,Mid-Tier Active
C036274,3,Mid-Tier Active
C000608,3,Mid-Tier Active
C005876,0,Dormant 1
C008518,0,Dormant 1
C034686,3,Mid-Tier Active
C025755,3,Mid-Tier Active
C030818,3,Mid-Tier Active
C010858,3,Mid-Tier Active
C032350,3,Mid-Tier Active
C001888,3,Mid-Tier Active
C019565,3,Mid-Tier Active
C044262,1,Champions
C027632,3,Mid-Tier Active
C002952,3,Mid-Tier Active
C018909,1,Champions
C016475,0,Dormant 1
C026569,3,Mid-Tier Active
C010615,0,Dormant 1
C019205,3,Mid-Tier Active
C013875,3,Mid-Tier Active
C005643,3,Mid-Tier Active
C026930,3,Mid-Tier Active
C009179,3,Mid-Tier Active
C002066,3,Mid-Tier Active
C026789,3,Mid-Tier Active
C007184,3,Mid-Tier Active
C010555,3,Mid-Tier Active
C020885,3,Mid-Tier Active
C027035,3,Mid-Tier Active
C024370,3,Mid-Tier Active
C004106,3,Mid-Tier Active
C040326,3,Mid-Tier Active
C033160,3,Mid-Tier Active
C014982,0,Dormant 1
C015683,0,Dormant 1
C030852,3,Mid-Tier Active
C038455,3,Mid-Tier Active
C046885,3,Mid-Tier Active
C021285,0,Dormant 1
C043496,0,Dormant 1
C040516,3,Mid-Tier Active
C020331,1,Champions
C026864,3,Mid-Tier Active
C034092,0,Dormant 1
C016935,0,Dormant 1
C014074,0,Dormant 1
C022541,3,Mid-Tier Active
C006517,3,Mid-Tier Active
C035995,3,Mid-Tier Active
C019930,3,Mid-Tier Active
C035243,3,Mid-Tier Active
C031497,3,Mid-Tier Active
C033573,3,Mid-Tier Active
C047205,3,Mid-Tier Active
C048405,3,Mid-Tier Active
C005106,3,Mid-Tier Active
C018222,3,Mid-Tier Active
C017910,3,Mid-Tier Active
C006970,3,Mid-Tier Active
C031909,3,Mid-Tier Active
C033899,3,Mid-Tier Active
C009289,3,Mid-Tier Active
C032968,0,Dormant 1
C041261,3,Mid-Tier Active
C032621,3,Mid-Tier Active
C040270,3,Mid-Tier Active
C019006,3,Mid-Tier Active
C017201,3,Mid-Tier Active
C008772,3,Mid-Tier Active
C047714,3,Mid-Tier Active
C042775,3,Mid-Tier Active
C013854,3,Mid-Tier Active
C012581,0,Dormant 1
C007270,3,Mid-Tier Active
C020756,3,Mid-Tier Active
C005663,0,Dormant 1
C044387,3,Mid-Tier Active
C014002,3,Mid-Tier Active
C032221,3,Mid-Tier Active
C029061,0,Dormant 1
