order_item_id,order_id,customer_id,product_id,order_date,return_reason,refund_amount,days_to_return,item_discount_pct,prior_customer_return_rate,iso_score,iso_flag,abuse_flag
OI000069544,O00026569,C002511,P04166,2025-11-26,not_as_expected,287.15,11.0,0.3653,0.1076923076923077,0.07988538563575687,1,0
OI000169663,O00064876,C006052,P02146,2025-03-25,not_as_expected,390.15,2.0,0.0622,0.1034482758620689,0.07967799664544362,1,0
OI000550759,O00211004,C019958,P01776,2024-07-05,size_issue,263.51,40.0,0.2186,0.1538461538461538,0.07956582669702916,1,0
OI000419281,O00160651,C015224,P04415,2024-04-04,not_as_expected,255.37,18.0,0.3005,1.0,0.07946935527624521,1,0
OI001216346,O00466480,C043944,P00552,2025-09-05,size_issue,233.17,27.0,0.1808,0.4,0.07881468455969332,1,0
OI000391546,O00150064,C014197,P04794,2025-11-22,late_delivery,237.54,2.0,0.2885,0.1764705882352941,0.07880679499499799,1,0
OI000834889,O00320063,C030241,P02457,2025-08-15,not_as_expected,237.07,18.0,0.0844,0.0,0.07876470663997792,1,0
OI000876345,O00335998,C031737,P03467,2024-12-09,not_as_expected,238.34,27.0,0.2175,0.0,0.0786507396862065,1,0
OI001367192,O00524157,C049343,P02674,2025-08-15,size_issue,231.99,28.0,0.1985,0.0,0.07840812884349724,1,0
OI000017830,O00006871,C000640,P00552,2024-02-23,not_as_expected,256.62,23.0,0.1352,0.0,0.07836485326805265,1,0
OI000458399,O00175762,C016644,P04843,2025-09-15,size_issue,249.87,2.0,0.0203,0.125,0.07825705616180434,1,0
OI000826659,O00316892,C029927,P00616,2024-01-09,not_as_expected,284.61,26.0,0.2565,0.2307692307692307,0.07795224374733112,1,0
OI000914956,O00350852,C033097,P00659,2024-03-14,suspected_abuse,308.65,33.0,0.1517,1.0,0.07771237755347593,1,1
OI000492414,O00188566,C017817,P02770,2024-12-24,size_issue,462.9,2.0,0.178,0.2888888888888888,0.07770923567842936,1,1
OI000044220,O00016991,C001602,P01358,2024-10-28,suspected_abuse,420.94,26.0,0.0926,0.4078947368421052,0.07760895405279811,1,1
OI001015835,O00389541,C036711,P03171,2024-07-10,not_as_expected,372.36,28.0,0.3762,0.2352941176470588,0.07752548204266385,1,0
OI001278555,O00490262,C046189,P04794,2024-07-03,size_issue,239.84,22.0,0.252,0.0,0.07722059517968105,1,0
OI000689577,O00264141,C024920,P02146,2024-03-23,late_delivery,336.7,14.0,0.1526,0.125,0.07699538699387443,1,0
OI001244309,O00477138,C044957,P03597,2025-10-11,suspected_abuse,255.74,28.0,0.0381,0.25,0.07689531999522115,1,1
OI000510018,O00195285,C018430,P02951,2025-10-13,damaged,220.8,3.0,0.1094,0.1,0.07681051967424712,1,0
OI001160535,O00445219,C041879,P04415,2024-03-25,late_delivery,295.4,23.0,0.0702,1.0,0.07608754456295486,1,0
OI000732974,O00280869,C026521,P04527,2025-12-07,suspected_abuse,274.31,25.0,0.3158,0.0701754385964912,0.07562997195963028,1,1
OI000003000,O00001128,C000103,P02107,2024-10-16,suspected_abuse,379.56,11.0,0.1471,0.2,0.07543998565444843,1,1
OI000841398,O00322587,C030468,P02146,2025-09-04,changed_mind,382.67,3.0,0.0805,0.108695652173913,0.07517531217994888,1,0
OI000999412,O00383257,C036122,P04370,2024-03-23,not_as_expected,235.46,21.0,0.0782,0.2857142857142857,0.07500225771654545,1,0
OI000598019,O00229021,C021612,P01438,2024-07-18,late_delivery,405.42,6.0,0.1742,0.2916666666666667,0.07499528611903872,1,1
OI000936213,O00358917,C033832,P00089,2024-09-07,size_issue,274.4,23.0,0.1752,0.1739130434782608,0.0749865559941868,1,0
OI000334099,O00128187,C012037,P01438,2024-02-22,suspected_abuse,384.6,3.0,0.17,0.25,0.07474050439126001,1,1
OI001356056,O00519811,C048924,P00659,2024-07-21,suspected_abuse,275.05,15.0,0.1646,1.0,0.0746932666776704,1,1
OI000312772,O00119861,C011230,P01652,2025-08-06,size_issue,571.93,38.0,0.168,0.1470588235294117,0.07453522753566633,1,0
OI000887076,O00340134,C032114,P02577,2025-11-08,changed_mind,403.05,2.0,0.126,0.2,0.074440833771099,1,0
OI000400646,O00153427,C014493,P01438,2025-11-17,changed_mind,381.6,35.0,0.19,0.375,0.07427690657484665,1,0
OI000950848,O00364601,C034376,P03467,2024-07-22,size_issue,210.54,5.0,0.2679,0.0,0.07413241924110847,1,0
OI000523699,O00200558,C018942,P01438,2024-06-04,size_issue,338.24,4.0,0.2976,0.2,0.07410024550347472,1,0
OI000338887,O00129966,C012217,P02770,2025-04-08,suspected_abuse,361.59,4.0,0.255,0.0909090909090909,0.07409865864140985,1,1
OI001195233,O00458559,C043207,P03541,2025-09-12,size_issue,274.19,2.0,0.2755,0.0,0.07372209509709216,1,0
OI000505876,O00193687,C018301,P01773,2025-01-14,not_as_expected,268.29,18.0,0.0772,0.1111111111111111,0.07351963379264681,1,0
OI000384065,O00147145,C013903,P03671,2025-03-08,not_as_expected,444.46,2.0,0.1238,0.0909090909090909,0.07351579788670615,1,0
OI000836267,O00320587,C030278,P03498,2025-09-01,not_as_expected,240.61,9.0,0.1883,0.0,0.07346408156525319,1,0
OI001368914,O00524797,C049397,P00052,2024-03-25,size_issue,249.37,15.0,0.1048,0.0,0.07319551745671804,1,0
OI000660052,O00252682,C023844,P02685,2025-03-05,changed_mind,297.71,13.0,0.0826,0.088235294117647,0.07293369134681837,1,0
OI000283414,O00108643,C010173,P01652,2024-01-19,size_issue,361.55,9.0,0.1389,0.0,0.07292558662863968,1,0
OI000354189,O00135866,C012772,P02770,2024-06-04,suspected_abuse,610.39,16.0,0.3388,0.1875,0.07281130842607364,1,1
OI000987024,O00378436,C035686,P02951,2024-01-04,changed_mind,218.37,5.0,0.1798,0.0,0.07280907146663096,1,0
OI000031205,O00011945,C001111,P00105,2025-03-18,size_issue,255.16,35.0,0.0909,0.1311475409836065,0.07253084752954242,1,0
OI000494070,O00189204,C017876,P01438,2025-03-25,not_as_expected,342.47,22.0,0.2566,0.3571428571428571,0.07228023241588688,1,0
OI000886794,O00340036,C032108,P03429,2025-11-26,size_issue,304.44,3.0,0.1976,0.0989010989010989,0.07202316757152083,1,0
OI000012075,O00004681,C000432,P01438,2025-02-26,changed_mind,317.8,6.0,0.3,0.2142857142857142,0.0720122533415769,1,0
OI000218658,O00083720,C007806,P01438,2025-11-09,damaged,335.0,21.0,0.3029,0.0,0.07163238766349012,1,0
OI000686715,O00263054,C024816,P02770,2025-06-17,damaged,402.32,30.0,0.2344,0.6666666666666666,0.07153628845568094,1,0
OI000447571,O00171660,C016268,P04370,2025-04-18,suspected_abuse,206.02,28.0,0.2548,0.5,0.07102559318335033,1,0
OI001316074,O00504589,C047526,P01898,2024-12-12,late_delivery,228.77,23.0,0.239,0.16,0.07060950687180867,1,0
OI000334219,O00128209,C012037,P03851,2025-07-06,suspected_abuse,238.04,38.0,0.2478,0.3394495412844037,0.07060334948948277,1,1
OI000792861,O00304046,C028665,P02146,2025-08-02,changed_mind,298.82,15.0,0.215,0.0,0.07058946118992415,1,0
OI001179084,O00452337,C042591,P03671,2025-12-16,changed_mind,259.02,2.0,0.3409,0.2222222222222222,0.07056769569495447,1,0
OI001016337,O00389703,C036726,P02822,2024-04-07,not_as_expected,323.36,27.0,0.1614,0.1666666666666666,0.07038333455305723,1,0
OI000454352,O00174197,C016503,P03324,2024-12-07,not_as_expected,212.72,3.0,0.4329,0.3333333333333333,0.07029613826988756,1,1
OI000139995,O00053434,C004992,P04514,2025-11-17,not_as_expected,221.01,20.0,0.3903,0.1578947368421052,0.07016615400438087,1,0
OI000942718,O00361467,C034080,P02146,2025-04-10,size_issue,330.38,32.0,0.1517,0.0,0.07010535858673617,1,0
OI001131147,O00433764,C040818,P01503,2024-09-06,size_issue,301.63,36.0,0.1229,1.0,0.06964244308931189,1,0
OI001246510,O00478014,C045035,P04794,2025-06-16,size_issue,270.1,31.0,0.1865,0.0769230769230769,0.0695261891030089,1,0
OI000970513,O00371989,C035071,P02770,2024-12-23,changed_mind,412.55,5.0,0.2675,0.217391304347826,0.06949673708539272,1,0
OI001107727,O00424660,C039939,P02951,2025-12-10,late_delivery,200.21,35.0,0.2672,0.2,0.06946281098544493,1,0
OI000491420,O00188195,C017782,P03467,2024-11-17,not_as_expected,243.51,8.0,0.1778,0.0833333333333333,0.06937161538425562,1,0
OI000376821,O00144414,C013627,P01979,2024-03-07,suspected_abuse,324.27,16.0,0.0873,0.3333333333333333,0.06907018751690297,1,1
OI000118363,O00045260,C004213,P00552,2025-08-02,size_issue,212.42,25.0,0.2471,0.0,0.06897912819946184,1,0
OI000120632,O00046122,C004295,P03671,2025-06-16,changed_mind,348.22,40.0,0.2356,0.3333333333333333,0.06889973359175317,1,0
OI001103190,O00422852,C039776,P02362,2024-01-17,not_as_expected,253.17,17.0,0.0663,1.0,0.0687294702057889,1,1
OI000769697,O00294953,C027833,P01776,2025-12-16,not_as_expected,225.52,8.0,0.2775,0.0,0.06860804812973653,1,0
OI001374343,O00526847,C049600,P00611,2025-11-09,size_issue,349.89,13.0,0.2539,0.1208791208791208,0.06853217640691978,1,0
OI000877003,O00336277,C031764,P01438,2024-08-04,not_as_expected,420.12,39.0,0.1401,0.0,0.06834513723660729,1,0
OI001074558,O00411881,C038756,P02770,2025-05-28,late_delivery,433.74,39.0,0.2441,0.2,0.06832784084265786,1,0
OI001343457,O00514970,C048506,P01652,2025-07-13,damaged,296.23,3.0,0.2051,0.0,0.06819444174119837,1,0
OI000160497,O00061409,C005724,P02106,2025-09-16,changed_mind,266.59,36.0,0.2127,0.2,0.06789846412133371,1,0
OI000822977,O00315548,C029804,P02146,2025-11-12,size_issue,353.57,21.0,0.2357,0.1486486486486486,0.06739324996743878,1,0
OI000310664,O00119087,C011148,P04491,2025-09-18,late_delivery,264.24,18.0,0.0977,0.1111111111111111,0.06737845553474364,1,0
OI000264505,O00101353,C009487,P00659,2024-02-23,not_as_expected,338.75,33.0,0.0092,0.6666666666666666,0.06711458943111548,1,1
OI000306400,O00117445,C011008,P03261,2025-04-26,late_delivery,226.49,2.0,0.1894,0.25,0.06685308086676156,1,0
OI000020806,O00008009,C000740,P01617,2024-05-28,changed_mind,217.98,6.0,0.2488,0.3333333333333333,0.06684619427029515,1,0
OI001361440,O00521911,C049128,P01544,2024-03-18,size_issue,274.11,7.0,0.0438,0.5714285714285714,0.0668437569581597,1,0
OI000954585,O00365994,C034502,P00334,2025-12-24,damaged,231.54,9.0,0.2977,0.1428571428571428,0.06680844662096952,1,0
OI000528271,O00202316,C019106,P01438,2025-10-07,size_issue,370.85,10.0,0.2656,0.2222222222222222,0.06665137035392465,1,0
OI000349723,O00134175,C012613,P01438,2024-08-17,not_as_expected,394.37,40.0,0.0409,0.0476190476190476,0.06654565104846444,1,0
OI000334363,O00128252,C012040,P01776,2025-12-07,size_issue,217.67,31.0,0.3728,0.1168831168831168,0.06639460949079878,1,0
OI001361767,O00522036,C049137,P02498,2024-11-25,size_issue,176.8,37.0,0.337,0.0769230769230769,0.06619339479449671,1,0
OI000137549,O00052484,C004900,P00670,2025-06-18,damaged,295.22,2.0,0.2376,0.2105263157894736,0.06611034043571196,1,0
OI000337072,O00129313,C012155,P03541,2024-08-25,changed_mind,342.02,36.0,0.189,0.3571428571428571,0.06580176986013186,1,0
OI000474286,O00181823,C017168,P03671,2024-06-11,not_as_expected,353.97,5.0,0.1989,0.0,0.06577215575188011,1,0
OI000127887,O00048813,C004546,P00037,2024-11-19,not_as_expected,230.09,26.0,0.174,0.1481481481481481,0.06574337080683124,1,0
OI000092487,O00035381,C003310,P01438,2024-02-06,size_issue,450.83,23.0,0.0892,0.0,0.06573952369938862,1,0
OI001226752,O00470500,C044329,P01438,2024-09-24,changed_mind,313.71,8.0,0.252,0.1428571428571428,0.06552711933546318,1,0
OI000209334,O00080157,C007457,P02889,2024-07-18,size_issue,264.57,9.0,0.2937,0.4545454545454545,0.06545339797270411,1,0
OI000638799,O00244558,C023081,P00408,2024-01-11,not_as_expected,224.73,36.0,0.114,1.0,0.06509465115194757,1,0
OI000458423,O00175771,C016645,P01319,2025-10-04,damaged,245.7,33.0,0.1791,0.125,0.06508795327798822,1,0
OI001234257,O00473280,C044582,P01617,2025-08-09,size_issue,240.22,36.0,0.2094,0.0869565217391304,0.06508759804124109,1,0
OI000376332,O00144258,C013614,P02770,2025-09-20,not_as_expected,402.38,5.0,0.2732,0.2631578947368421,0.06504650114876287,1,0
OI001127648,O00432350,C040689,P01979,2025-03-14,late_delivery,288.8,3.0,0.1693,0.0714285714285714,0.06497887632952326,1,0
OI000640764,O00245306,C023147,P04770,2025-10-02,changed_mind,307.83,2.0,0.0119,0.5,0.06480804760525105,1,0
OI001267280,O00485909,C045756,P01438,2024-11-03,size_issue,326.37,2.0,0.2151,0.1363636363636363,0.06471404284980786,1,0
OI001307413,O00501221,C047212,P01438,2025-07-10,suspected_abuse,402.23,3.0,0.155,0.2,0.06450637147180405,1,1
OI000454386,O00174208,C016503,P01128,2025-06-02,damaged,389.74,13.0,0.3595,0.3552631578947368,0.06421928208110672,1,1
OI000663369,O00253995,C023963,P00037,2025-07-21,not_as_expected,220.33,21.0,0.1222,0.0526315789473684,0.06421115093937202,1,0
OI000286038,O00109665,C010272,P02794,2025-01-01,not_as_expected,228.44,14.0,0.0394,0.1379310344827586,0.06386212014190862,1,0
OI000729932,O00279708,C026416,P01503,2024-01-05,late_delivery,291.02,10.0,0.0899,0.5,0.06376048374509069,1,0
OI000044157,O00016984,C001602,P01438,2024-08-07,late_delivery,346.29,29.0,0.2045,0.3076923076923077,0.0637531202484567,1,1
OI000779269,O00298781,C028205,P01617,2024-06-07,not_as_expected,237.8,20.0,0.1261,0.0588235294117647,0.0637119700129134,1,0
OI000964111,O00369539,C034836,P02770,2025-06-24,suspected_abuse,361.04,4.0,0.1904,0.0,0.0636535801079523,1,1
OI000247641,O00094863,C008862,P01128,2025-04-07,not_as_expected,341.84,10.0,0.0253,0.5,0.06345569338907131,1,0
OI000745314,O00285600,C026961,P02983,2025-07-21,size_issue,222.13,25.0,0.3843,0.2461538461538461,0.06344847090525385,1,0
OI000767629,O00294184,C027768,P01785,2024-02-20,damaged,218.94,16.0,0.0972,1.0,0.06344687184904818,1,0
OI000945805,O00362688,C034198,P02770,2024-02-17,size_issue,355.54,7.0,0.2613,0.0,0.06325920015251774,1,0
OI000938745,O00359902,C033915,P00659,2025-03-21,size_issue,310.25,38.0,0.1383,0.4,0.06316868263887454,1,1
OI000737257,O00282570,C026686,P01383,2024-06-22,not_as_expected,199.79,6.0,0.3657,0.1666666666666666,0.06314344393747862,1,0
OI001349644,O00517335,C048721,P03126,2025-06-10,late_delivery,202.68,16.0,0.2403,0.0,0.06293101883956831,1,0
OI000817178,O00313266,C029555,P01438,2024-09-17,damaged,421.97,8.0,0.1283,0.1904761904761904,0.06287222724733665,1,0
OI000797721,O00305911,C028839,P01319,2024-08-10,not_as_expected,221.63,16.0,0.2189,0.0,0.0626239841359586,1,0
OI000123353,O00047150,C004395,P04504,2024-11-12,not_as_expected,275.05,8.0,0.195,0.0,0.06256391557341068,1,0
OI001189548,O00456355,C042995,P01652,2024-02-27,changed_mind,297.82,39.0,0.2644,0.4285714285714285,0.062433541777327406,1,0
OI000655599,O00251063,C023680,P01129,2025-09-26,changed_mind,347.99,21.0,0.0345,0.3846153846153846,0.062039208349445873,1,0
OI000263953,O00101135,C009463,P01503,2024-11-05,damaged,260.42,5.0,0.2469,0.4285714285714285,0.061960543688283964,1,0
OI000268147,O00102766,C009608,P01438,2025-11-28,late_delivery,380.85,38.0,0.1525,0.0588235294117647,0.06189133588669404,1,0
OI001036375,O00397462,C037452,P03541,2024-09-27,not_as_expected,357.32,36.0,0.0267,0.25,0.061583083234568625,1,0
OI001235419,O00473722,C044616,P03541,2025-06-05,damaged,299.6,2.0,0.2519,0.1,0.0615737963977212,1,0
OI001344410,O00515317,C048533,P03671,2024-08-04,size_issue,365.05,11.0,0.1897,0.0,0.06153196951344864,1,0
OI000685912,O00262766,C024782,P02770,2025-12-04,not_as_expected,424.86,27.0,0.1643,0.3737373737373737,0.061521838820202124,1,1
OI000544115,O00208457,C019716,P04504,2024-11-28,suspected_abuse,324.08,36.0,0.1484,0.5,0.06133261546796642,1,1
OI000790373,O00303128,C028590,P02685,2024-11-18,changed_mind,238.02,27.0,0.2754,0.0714285714285714,0.0612940087273971,1,0
OI000184506,O00070593,C006574,P00452,2024-01-28,size_issue,258.94,3.0,0.1011,0.5,0.06129351683414119,1,0
OI000537769,O00205943,C019463,P02770,2025-04-23,not_as_expected,490.58,5.0,0.0512,0.1162790697674418,0.061189515951562634,1,0
OI000354213,O00135868,C012772,P03808,2024-08-15,late_delivery,278.39,36.0,0.1859,0.3,0.061034550881643224,1,0
OI000975232,O00373875,C035240,P01438,2024-07-23,changed_mind,321.16,29.0,0.3171,0.0,0.06101460601570996,1,0
OI000659838,O00252601,C023840,P00659,2024-09-08,damaged,350.15,4.0,0.0241,0.1764705882352941,0.06097388497359657,1,0
OI000955287,O00366245,C034529,P01235,2024-02-15,size_issue,259.1,14.0,0.1052,0.1666666666666666,0.06087576885617452,1,0
OI000313303,O00120036,C011241,P03377,2025-01-16,late_delivery,244.94,40.0,0.2093,0.4117647058823529,0.06076848626036502,1,1
OI000288639,O00110624,C010355,P02457,2024-04-26,size_issue,218.19,13.0,0.3222,0.1904761904761904,0.06069626860703692,1,0
OI001117889,O00428509,C040301,P03541,2025-10-08,size_issue,323.84,22.0,0.1569,0.5,0.06059310494651693,1,0
OI000080421,O00030740,C002910,P01544,2024-01-12,suspected_abuse,294.6,32.0,0.0539,0.4,0.060407312064807095,1,1
OI000125253,O00047846,C004456,P03261,2025-11-08,suspected_abuse,229.84,5.0,0.2015,0.1607142857142857,0.06040247124050491,1,0
OI000353539,O00135625,C012750,P03171,2024-03-05,damaged,324.51,18.0,0.141,0.2307692307692307,0.060250782570455574,1,0
OI000693080,O00265535,C025061,P00105,2024-02-28,damaged,214.53,16.0,0.2089,0.0,0.06020985178520155,1,0
OI000176292,O00067389,C006286,P03671,2024-10-08,late_delivery,441.95,12.0,0.071,0.0,0.05996765769544943,1,0
OI001265658,O00485329,C045716,P03671,2024-01-27,not_as_expected,371.23,33.0,0.1959,0.1,0.05966991537894706,1,0
OI000970384,O00371938,C035066,P01438,2024-08-16,not_as_expected,412.46,24.0,0.1368,0.125,0.059533707776574296,1,0
OI000225761,O00086416,C008073,P04415,2024-05-05,not_as_expected,296.01,4.0,0.2193,0.0588235294117647,0.05940345733705643,1,0
OI001103310,O00422904,C039777,P03671,2025-11-01,suspected_abuse,316.58,5.0,0.2739,0.1071428571428571,0.05923432706353948,1,1
OI000099973,O00038162,C003560,P03541,2024-09-24,not_as_expected,376.58,31.0,0.1392,0.2352941176470588,0.05916514482675583,1,0
OI000774868,O00297051,C028024,P00659,2024-06-27,size_issue,329.83,5.0,0.0413,0.0,0.059098977344808956,1,0
OI000523710,O00200561,C018942,P03541,2024-09-14,size_issue,276.64,9.0,0.2034,0.2352941176470588,0.05894350990845809,1,0
OI001125863,O00431663,C040622,P02936,2025-06-24,size_issue,266.05,2.0,0.2338,0.0,0.058942118075823835,1,0
OI001149292,O00440770,C041471,P01128,2025-07-10,size_issue,295.6,3.0,0.1824,0.2777777777777778,0.058863870082496494,1,0
OI000049589,O00018976,C001789,P01652,2025-01-21,size_issue,346.6,12.0,0.166,0.3,0.05883646862462366,1,0
OI001226344,O00470359,C044315,P02965,2025-07-27,not_as_expected,353.37,11.0,0.3306,0.1111111111111111,0.058790681523071764,1,0
OI000173548,O00066339,C006179,P01319,2025-01-06,changed_mind,232.4,17.0,0.1973,0.074074074074074,0.05878117768337221,1,0
OI000132833,O00050690,C004721,P02770,2024-02-11,size_issue,372.87,32.0,0.2734,0.0,0.058754678611461886,1,0
OI000954414,O00365937,C034495,P01438,2025-09-23,size_issue,382.93,30.0,0.2073,0.2333333333333333,0.058711972897149356,1,0
OI000250638,O00096010,C008966,P04603,2025-12-18,suspected_abuse,268.65,8.0,0.2737,0.2857142857142857,0.05859694167886942,1,1
OI000353261,O00135517,C012733,P03671,2025-05-11,changed_mind,308.09,2.0,0.2557,0.125,0.05851202250505294,1,0
OI000993812,O00381079,C035930,P03671,2024-06-15,late_delivery,297.13,30.0,0.3532,0.0,0.05851184694641265,1,0
OI000664411,O00254390,C023999,P03671,2025-05-16,late_delivery,315.67,3.0,0.1521,0.2222222222222222,0.058495036638882114,1,0
