customer_id,cluster_id,segment_name
C031926,3,Non-Purchasers
C032389,3,Non-Purchasers
C034221,3,Non-Purchasers
C034642,3,Non-Purchasers
C038624,3,Non-Purchasers
C040335,3,Non-Purchasers
C041100,3,Non-Purchasers
C041834,3,Non-Purchasers
C042969,3,Non-Purchasers
C045376,3,Non-Purchasers
C045488,3,Non-Purchasers
C046565,3,Non-Purchasers
C047005,3,Non-Purchasers
C047229,3,Non-Purchasers
C049049,3,Non-Purchasers
C049763,3,Non-Purchasers
C000593,3,Non-Purchasers
C003147,3,Non-Purchasers
C006791,3,Non-Purchasers
C013506,3,Non-Purchasers
C015912,3,Non-Purchasers
C024539,3,Non-Purchasers
C024922,3,Non-Purchasers
C031223,3,Non-Purchasers
C040338,3,Non-Purchasers
C002789,3,Non-Purchasers
C010833,3,Non-Purchasers
C012931,3,Non-Purchasers
C015723,3,Non-Purchasers
C025862,3,Non-Purchasers
C028262,3,Non-Purchasers
C030643,3,Non-Purchasers
C033071,3,Non-Purchasers
C043955,3,Non-Purchasers
C048052,3,Non-Purchasers
C000428,3,Non-Purchasers
C001549,3,Non-Purchasers
C001953,3,Non-Purchasers
C003130,3,Non-Purchasers
C003288,3,Non-Purchasers
C004632,3,Non-Purchasers
C004939,3,Non-Purchasers
C006620,3,Non-Purchasers
C008441,3,Non-Purchasers
C008916,3,Non-Purchasers
C009896,3,Non-Purchasers
C010385,3,Non-Purchasers
C011248,3,Non-Purchasers
C012032,3,Non-Purchasers
C012114,3,Non-Purchasers
C012567,3,Non-Purchasers
C013405,3,Non-Purchasers
C014065,3,Non-Purchasers
C016754,3,Non-Purchasers
C019827,3,Non-Purchasers
C020768,3,Non-Purchasers
C021991,3,Non-Purchasers
C025114,3,Non-Purchasers
C025193,3,Non-Purchasers
C025394,3,Non-Purchasers
C027942,3,Non-Purchasers
C029107,3,Non-Purchasers
C034060,3,Non-Purchasers
C034896,3,Non-Purchasers
C035751,3,Non-Purchasers
C037819,3,Non-Purchasers
C038865,3,Non-Purchasers
C039472,3,Non-Purchasers
C039546,3,Non-Purchasers
C039741,3,Non-Purchasers
C040503,3,Non-Purchasers
C042537,3,Non-Purchasers
C043311,3,Non-Purchasers
C043362,3,Non-Purchasers
C044697,3,Non-Purchasers
C044978,3,Non-Purchasers
C046041,3,Non-Purchasers
C046078,3,Non-Purchasers
C047384,3,Non-Purchasers
C048797,3,Non-Purchasers
C049707,3,Non-Purchasers
C000029,3,Non-Purchasers
C000060,3,Non-Purchasers
C000429,3,Non-Purchasers
C000585,3,Non-Purchasers
C000939,3,Non-Purchasers
C001708,3,Non-Purchasers
C004699,3,Non-Purchasers
C005176,3,Non-Purchasers
C005442,3,Non-Purchasers
C005506,3,Non-Purchasers
C006015,3,Non-Purchasers
C007462,3,Non-Purchasers
C008406,3,Non-Purchasers
C010595,3,Non-Purchasers
C012598,3,Non-Purchasers
C013644,3,Non-Purchasers
C014410,3,Non-Purchasers
C014734,3,Non-Purchasers
C015226,3,Non-Purchasers
C017335,3,Non-Purchasers
C018407,3,Non-Purchasers
C021079,3,Non-Purchasers
C022123,3,Non-Purchasers
C022184,3,Non-Purchasers
C022271,3,Non-Purchasers
C022846,3,Non-Purchasers
C023652,3,Non-Purchasers
C025348,3,Non-Purchasers
C025523,3,Non-Purchasers
C026070,3,Non-Purchasers
C026077,3,Non-Purchasers
C026761,3,Non-Purchasers
C026866,3,Non-Purchasers
C027962,3,Non-Purchasers
C028297,3,Non-Purchasers
C028834,3,Non-Purchasers
C030280,3,Non-Purchasers
C033772,3,Non-Purchasers
C035336,3,Non-Purchasers
C037502,3,Non-Purchasers
C037739,3,Non-Purchasers
C038603,3,Non-Purchasers
C038999,3,Non-Purchasers
C039759,3,Non-Purchasers
C041311,3,Non-Purchasers
C041625,3,Non-Purchasers
C041856,3,Non-Purchasers
C042997,3,Non-Purchasers
C043890,3,Non-Purchasers
C044797,3,Non-Purchasers
C045227,3,Non-Purchasers
C046813,3,Non-Purchasers
C047051,3,Non-Purchasers
C048871,3,Non-Purchasers
C049558,3,Non-Purchasers
C001072,3,Non-Purchasers
C003489,3,Non-Purchasers
C007235,3,Non-Purchasers
C009268,3,Non-Purchasers
C012074,3,Non-Purchasers
C015688,3,Non-Purchasers
C029018,3,Non-Purchasers
C033108,3,Non-Purchasers
C035510,3,Non-Purchasers
C045267,3,Non-Purchasers
C047323,3,Non-Purchasers
C002913,3,Non-Purchasers
C004716,3,Non-Purchasers
C009148,3,Non-Purchasers
C021143,3,Non-Purchasers
C032064,3,Non-Purchasers
C033065,3,Non-Purchasers
C042265,3,Non-Purchasers
C048956,3,Non-Purchasers
C002089,3,Non-Purchasers
C002256,3,Non-Purchasers
C003778,3,Non-Purchasers
C004305,3,Non-Purchasers
C008624,3,Non-Purchasers
C009607,3,Non-Purchasers
C009772,3,Non-Purchasers
C013608,3,Non-Purchasers
C014576,3,Non-Purchasers
C015191,3,Non-Purchasers
C016527,3,Non-Purchasers
C018352,3,Non-Purchasers
C018657,3,Non-Purchasers
C019189,3,Non-Purchasers
C019605,3,Non-Purchasers
C023039,3,Non-Purchasers
C024188,3,Non-Purchasers
C025125,3,Non-Purchasers
C025776,3,Non-Purchasers
C026128,3,Non-Purchasers
C026676,3,Non-Purchasers
C026900,3,Non-Purchasers
C027399,3,Non-Purchasers
C028393,3,Non-Purchasers
C028556,3,Non-Purchasers
C029350,3,Non-Purchasers
C030124,3,Non-Purchasers
C030604,3,Non-Purchasers
C030948,3,Non-Purchasers
C031915,3,Non-Purchasers
C032051,3,Non-Purchasers
C032304,3,Non-Purchasers
C032733,3,Non-Purchasers
C033480,3,Non-Purchasers
C034010,3,Non-Purchasers
C034583,3,Non-Purchasers
C034657,3,Non-Purchasers
C038699,3,Non-Purchasers
C039829,3,Non-Purchasers
C042231,3,Non-Purchasers
C042933,3,Non-Purchasers
C043912,3,Non-Purchasers
C044214,3,Non-Purchasers
C047177,3,Non-Purchasers
C047613,3,Non-Purchasers
C048569,3,Non-Purchasers
C048982,3,Non-Purchasers
C048989,3,Non-Purchasers
C003188,3,Non-Purchasers
C005432,3,Non-Purchasers
C009678,3,Non-Purchasers
C010085,3,Non-Purchasers
C010336,3,Non-Purchasers
C010413,3,Non-Purchasers
C011423,3,Non-Purchasers
C012570,3,Non-Purchasers
C013034,3,Non-Purchasers
C015552,3,Non-Purchasers
C016245,3,Non-Purchasers
C016966,3,Non-Purchasers
C017172,3,Non-Purchasers
C018615,3,Non-Purchasers
C018680,3,Non-Purchasers
C018683,3,Non-Purchasers
C018869,3,Non-Purchasers
C021113,3,Non-Purchasers
C021682,3,Non-Purchasers
C023417,3,Non-Purchasers
C023618,3,Non-Purchasers
C024039,3,Non-Purchasers
C024916,3,Non-Purchasers
C025320,3,Non-Purchasers
C025876,3,Non-Purchasers
C026132,3,Non-Purchasers
C026728,3,Non-Purchasers
C027727,3,Non-Purchasers
C028712,3,Non-Purchasers
C029303,3,Non-Purchasers
C030004,3,Non-Purchasers
C031430,3,Non-Purchasers
C031464,3,Non-Purchasers
C031904,3,Non-Purchasers
C032879,3,Non-Purchasers
C034044,3,Non-Purchasers
C035059,3,Non-Purchasers
C036992,3,Non-Purchasers
C037016,3,Non-Purchasers
C038130,3,Non-Purchasers
C038427,3,Non-Purchasers
C038831,3,Non-Purchasers
C039820,3,Non-Purchasers
C040119,3,Non-Purchasers
C040242,3,Non-Purchasers
C040948,3,Non-Purchasers
C041221,3,Non-Purchasers
C041366,3,Non-Purchasers
C041609,3,Non-Purchasers
C041855,3,Non-Purchasers
C041989,3,Non-Purchasers
C048370,3,Non-Purchasers
C049218,3,Non-Purchasers
C049984,3,Non-Purchasers
C004025,3,Non-Purchasers
C010311,3,Non-Purchasers
C010444,3,Non-Purchasers
C030995,3,Non-Purchasers
C039124,3,Non-Purchasers
C040239,3,Non-Purchasers
C042238,3,Non-Purchasers
C044468,3,Non-Purchasers
C000837,3,Non-Purchasers
C013379,3,Non-Purchasers
C019158,3,Non-Purchasers
C020816,3,Non-Purchasers
C023086,3,Non-Purchasers
C028317,3,Non-Purchasers
C031856,3,Non-Purchasers
C036712,3,Non-Purchasers
C043223,3,Non-Purchasers
C043617,3,Non-Purchasers
C044819,3,Non-Purchasers
C045058,3,Non-Purchasers
C048764,3,Non-Purchasers
C001127,3,Non-Purchasers
C001501,3,Non-Purchasers
C003411,3,Non-Purchasers
C003802,3,Non-Purchasers
C005261,3,Non-Purchasers
C010639,3,Non-Purchasers
C011865,3,Non-Purchasers
C012297,3,Non-Purchasers
C012340,3,Non-Purchasers
C016832,3,Non-Purchasers
C017092,3,Non-Purchasers
C017216,3,Non-Purchasers
C017637,3,Non-Purchasers
C018094,3,Non-Purchasers
C022149,3,Non-Purchasers
C022240,3,Non-Purchasers
C022453,3,Non-Purchasers
C022583,3,Non-Purchasers
C022708,3,Non-Purchasers
C024373,3,Non-Purchasers
C025059,3,Non-Purchasers
C026814,3,Non-Purchasers
C029589,3,Non-Purchasers
C029747,3,Non-Purchasers
C030290,3,Non-Purchasers
C031280,3,Non-Purchasers
C031413,3,Non-Purchasers
C034769,3,Non-Purchasers
C035190,3,Non-Purchasers
C035604,3,Non-Purchasers
C036885,3,Non-Purchasers
C038938,3,Non-Purchasers
C042940,3,Non-Purchasers
C043698,3,Non-Purchasers
C043891,3,Non-Purchasers
C043903,3,Non-Purchasers
C044085,3,Non-Purchasers
C044294,3,Non-Purchasers
C044393,3,Non-Purchasers
C044905,3,Non-Purchasers
C046740,3,Non-Purchasers
C046803,3,Non-Purchasers
C047077,3,Non-Purchasers
C048214,3,Non-Purchasers
C049240,3,Non-Purchasers
C000455,3,Non-Purchasers
C002197,3,Non-Purchasers
C004757,3,Non-Purchasers
C004767,3,Non-Purchasers
C005739,3,Non-Purchasers
C006032,3,Non-Purchasers
C006907,3,Non-Purchasers
C007308,3,Non-Purchasers
C007334,3,Non-Purchasers
C007653,3,Non-Purchasers
C008053,3,Non-Purchasers
C008222,3,Non-Purchasers
C008286,3,Non-Purchasers
C009157,3,Non-Purchasers
C010188,3,Non-Purchasers
C010799,3,Non-Purchasers
C011938,3,Non-Purchasers
C012080,3,Non-Purchasers
C013716,3,Non-Purchasers
C014506,3,Non-Purchasers
C017070,3,Non-Purchasers
C019252,3,Non-Purchasers
C019805,3,Non-Purchasers
C021677,3,Non-Purchasers
C021895,3,Non-Purchasers
C021987,3,Non-Purchasers
C024168,3,Non-Purchasers
C025358,3,Non-Purchasers
C026000,3,Non-Purchasers
C026659,3,Non-Purchasers
C028559,3,Non-Purchasers
C029491,3,Non-Purchasers
C029893,3,Non-Purchasers
C032347,3,Non-Purchasers
C033293,3,Non-Purchasers
C033760,3,Non-Purchasers
C034196,3,Non-Purchasers
C038551,3,Non-Purchasers
C038769,3,Non-Purchasers
C039011,3,Non-Purchasers
C039066,3,Non-Purchasers
C039096,3,Non-Purchasers
C039473,3,Non-Purchasers
C039717,3,Non-Purchasers
C040534,3,Non-Purchasers
C047576,3,Non-Purchasers
C048845,3,Non-Purchasers
C002610,3,Non-Purchasers
C003237,3,Non-Purchasers
C006071,3,Non-Purchasers
C025419,3,Non-Purchasers
C028474,3,Non-Purchasers
C028679,3,Non-Purchasers
C029416,3,Non-Purchasers
C029777,3,Non-Purchasers
C034608,3,Non-Purchasers
C038200,3,Non-Purchasers
C038645,3,Non-Purchasers
C039919,3,Non-Purchasers
C043728,3,Non-Purchasers
C046456,3,Non-Purchasers
C003395,3,Non-Purchasers
C003447,3,Non-Purchasers
C006340,3,Non-Purchasers
C010439,3,Non-Purchasers
C014615,3,Non-Purchasers
C020546,3,Non-Purchasers
C021185,3,Non-Purchasers
C027569,3,Non-Purchasers
C028937,3,Non-Purchasers
C034246,3,Non-Purchasers
C037968,3,Non-Purchasers
C038338,3,Non-Purchasers
C045878,3,Non-Purchasers
C049372,3,Non-Purchasers
C000305,3,Non-Purchasers
C000838,3,Non-Purchasers
C001121,3,Non-Purchasers
C001934,3,Non-Purchasers
C002252,3,Non-Purchasers
C002534,3,Non-Purchasers
C003080,3,Non-Purchasers
C003635,3,Non-Purchasers
C005937,3,Non-Purchasers
C006794,3,Non-Purchasers
C008250,3,Non-Purchasers
C009671,3,Non-Purchasers
C010150,3,Non-Purchasers
C011512,3,Non-Purchasers
C013746,3,Non-Purchasers
C013872,3,Non-Purchasers
C015710,3,Non-Purchasers
C016356,3,Non-Purchasers
C016715,3,Non-Purchasers
C017133,3,Non-Purchasers
C017487,3,Non-Purchasers
C017934,3,Non-Purchasers
C019271,3,Non-Purchasers
C019876,3,Non-Purchasers
C021359,3,Non-Purchasers
C023662,3,Non-Purchasers
C024054,3,Non-Purchasers
C024472,3,Non-Purchasers
C025399,3,Non-Purchasers
C025481,3,Non-Purchasers
C025694,3,Non-Purchasers
C026270,3,Non-Purchasers
C026921,3,Non-Purchasers
C027575,3,Non-Purchasers
C027665,3,Non-Purchasers
C029203,3,Non-Purchasers
C029228,3,Non-Purchasers
C030393,3,Non-Purchasers
C032127,3,Non-Purchasers
C034675,3,Non-Purchasers
C034879,3,Non-Purchasers
C035276,3,Non-Purchasers
C036418,3,Non-Purchasers
C036679,3,Non-Purchasers
C039580,3,Non-Purchasers
C040325,3,Non-Purchasers
C040357,3,Non-Purchasers
C042012,3,Non-Purchasers
C042557,3,Non-Purchasers
C043854,3,Non-Purchasers
C044071,3,Non-Purchasers
C045745,3,Non-Purchasers
C046600,3,Non-Purchasers
C000710,3,Non-Purchasers
C000755,3,Non-Purchasers
C001763,3,Non-Purchasers
C003605,3,Non-Purchasers
C006039,3,Non-Purchasers
C006374,3,Non-Purchasers
C006477,3,Non-Purchasers
C007692,3,Non-Purchasers
C011343,3,Non-Purchasers
C013247,3,Non-Purchasers
C013699,3,Non-Purchasers
C013792,3,Non-Purchasers
C017221,3,Non-Purchasers
C017261,3,Non-Purchasers
C017554,3,Non-Purchasers
C018868,3,Non-Purchasers
C019085,3,Non-Purchasers
C021234,3,Non-Purchasers
C022464,3,Non-Purchasers
C022519,3,Non-Purchasers
C022621,3,Non-Purchasers
C022985,3,Non-Purchasers
C023065,3,Non-Purchasers
C023394,3,Non-Purchasers
C023683,3,Non-Purchasers
C023766,3,Non-Purchasers
C024982,3,Non-Purchasers
C025007,3,Non-Purchasers
C025188,3,Non-Purchasers
C025318,3,Non-Purchasers
C027104,3,Non-Purchasers
C027721,3,Non-Purchasers
C027723,3,Non-Purchasers
C027765,3,Non-Purchasers
C028105,3,Non-Purchasers
C029734,3,Non-Purchasers
C029920,3,Non-Purchasers
C030606,3,Non-Purchasers
C030783,3,Non-Purchasers
C031784,3,Non-Purchasers
C032354,3,Non-Purchasers
C032661,3,Non-Purchasers
C035795,3,Non-Purchasers
C035824,3,Non-Purchasers
C036649,3,Non-Purchasers
C037320,3,Non-Purchasers
C039037,3,Non-Purchasers
C039285,3,Non-Purchasers
C039368,3,Non-Purchasers
C040724,3,Non-Purchasers
C041027,3,Non-Purchasers
C041245,3,Non-Purchasers
C041714,3,Non-Purchasers
C042094,3,Non-Purchasers
C042924,3,Non-Purchasers
C044428,3,Non-Purchasers
C045490,3,Non-Purchasers
C046118,3,Non-Purchasers
C046981,3,Non-Purchasers
C047559,3,Non-Purchasers
C047827,3,Non-Purchasers
C047977,3,Non-Purchasers
C048039,3,Non-Purchasers
C049947,3,Non-Purchasers
C001000,3,Non-Purchasers
C002561,3,Non-Purchasers
C009307,3,Non-Purchasers
C011839,3,Non-Purchasers
C012676,3,Non-Purchasers
C013438,3,Non-Purchasers
C013572,3,Non-Purchasers
C023194,3,Non-Purchasers
C026991,3,Non-Purchasers
C029034,3,Non-Purchasers
C037443,3,Non-Purchasers
C038867,3,Non-Purchasers
C041288,3,Non-Purchasers
C047734,3,Non-Purchasers
C001391,3,Non-Purchasers
C002151,3,Non-Purchasers
C011597,3,Non-Purchasers
C011959,3,Non-Purchasers
C014012,3,Non-Purchasers
C032182,3,Non-Purchasers
C033078,3,Non-Purchasers
C035219,3,Non-Purchasers
C037886,3,Non-Purchasers
C040120,3,Non-Purchasers
C000554,3,Non-Purchasers
C005700,3,Non-Purchasers
C005825,3,Non-Purchasers
C008260,3,Non-Purchasers
C008474,3,Non-Purchasers
C008753,3,Non-Purchasers
C009023,3,Non-Purchasers
C009207,3,Non-Purchasers
C009455,3,Non-Purchasers
C009910,3,Non-Purchasers
C010404,3,Non-Purchasers
C010508,3,Non-Purchasers
C011227,3,Non-Purchasers
C011302,3,Non-Purchasers
C012960,3,Non-Purchasers
C014330,3,Non-Purchasers
C014459,3,Non-Purchasers
C014788,3,Non-Purchasers
C014873,3,Non-Purchasers
C015088,3,Non-Purchasers
C015579,3,Non-Purchasers
C017381,3,Non-Purchasers
C019303,3,Non-Purchasers
C019975,3,Non-Purchasers
C021491,3,Non-Purchasers
C023336,3,Non-Purchasers
C024179,3,Non-Purchasers
C024386,3,Non-Purchasers
C024458,3,Non-Purchasers
C026612,3,Non-Purchasers
C027114,3,Non-Purchasers
C027545,3,Non-Purchasers
C027894,3,Non-Purchasers
C028053,3,Non-Purchasers
C030922,3,Non-Purchasers
C031293,3,Non-Purchasers
C031990,3,Non-Purchasers
C032803,3,Non-Purchasers
C032981,3,Non-Purchasers
C033131,3,Non-Purchasers
C033441,3,Non-Purchasers
C033998,3,Non-Purchasers
C034012,3,Non-Purchasers
C034110,3,Non-Purchasers
C034272,3,Non-Purchasers
C037273,3,Non-Purchasers
C037746,3,Non-Purchasers
C037894,3,Non-Purchasers
C042345,3,Non-Purchasers
C042962,3,Non-Purchasers
C043897,3,Non-Purchasers
C044465,3,Non-Purchasers
C047368,3,Non-Purchasers
C048598,3,Non-Purchasers
C048887,3,Non-Purchasers
C001186,3,Non-Purchasers
C004621,3,Non-Purchasers
C006021,3,Non-Purchasers
C006460,3,Non-Purchasers
C006585,3,Non-Purchasers
C008209,3,Non-Purchasers
C008481,3,Non-Purchasers
C008521,3,Non-Purchasers
C008639,3,Non-Purchasers
C009181,3,Non-Purchasers
C010029,3,Non-Purchasers
C010106,3,Non-Purchasers
C012163,3,Non-Purchasers
C015345,3,Non-Purchasers
C015678,3,Non-Purchasers
C016257,3,Non-Purchasers
C016592,3,Non-Purchasers
C016656,3,Non-Purchasers
C018013,3,Non-Purchasers
C019497,3,Non-Purchasers
C019734,3,Non-Purchasers
C020566,3,Non-Purchasers
C020740,3,Non-Purchasers
C021163,3,Non-Purchasers
C022174,3,Non-Purchasers
C022227,3,Non-Purchasers
C023322,3,Non-Purchasers
C023951,3,Non-Purchasers
C024136,3,Non-Purchasers
C024229,3,Non-Purchasers
C024570,3,Non-Purchasers
C024732,3,Non-Purchasers
C025009,3,Non-Purchasers
C026745,3,Non-Purchasers
C027556,3,Non-Purchasers
C027993,3,Non-Purchasers
C029514,3,Non-Purchasers
C031644,3,Non-Purchasers
C032423,3,Non-Purchasers
C033352,3,Non-Purchasers
C033644,3,Non-Purchasers
C033751,3,Non-Purchasers
C034163,3,Non-Purchasers
C034194,3,Non-Purchasers
C034346,3,Non-Purchasers
C035625,3,Non-Purchasers
C035636,3,Non-Purchasers
C036954,3,Non-Purchasers
C038755,3,Non-Purchasers
C040109,3,Non-Purchasers
C040127,3,Non-Purchasers
C040355,3,Non-Purchasers
C042922,3,Non-Purchasers
C043396,3,Non-Purchasers
C043424,3,Non-Purchasers
C046242,3,Non-Purchasers
C046490,3,Non-Purchasers
C046827,3,Non-Purchasers
C048422,3,Non-Purchasers
C049173,3,Non-Purchasers
C000441,3,Non-Purchasers
C014569,3,Non-Purchasers
C047417,3,Non-Purchasers
C049248,3,Non-Purchasers
C005968,3,Non-Purchasers
C024779,3,Non-Purchasers
C016461,3,Non-Purchasers
C036514,3,Non-Purchasers
C029499,3,Non-Purchasers
C030158,3,Non-Purchasers
C013350,3,Non-Purchasers
C041586,3,Non-Purchasers
C045302,3,Non-Purchasers
C026412,3,Non-Purchasers
C009724,3,Non-Purchasers
C025165,3,Non-Purchasers
C041112,3,Non-Purchasers
C036382,3,Non-Purchasers
C018815,3,Non-Purchasers
C020744,3,Non-Purchasers
C033979,3,Non-Purchasers
C035293,3,Non-Purchasers
C044224,3,Non-Purchasers
C039342,3,Non-Purchasers
C046566,3,Non-Purchasers
C009779,3,Non-Purchasers
C016227,3,Non-Purchasers
C018820,0,Champions
C028150,0,Champions
C011975,0,Champions
C009690,0,Champions
C026838,0,Champions
C031595,2,Dormant Buyers
C045148,0,Champions
C031973,0,Champions
C023009,0,Champions
C017140,2,Dormant Buyers
C011733,0,Champions
C002979,0,Champions
C028733,0,Champions
C036453,2,Dormant Buyers
C038751,0,Champions
C029317,0,Champions
C036177,0,Champions
C014245,1,Mid-Tier Active
C046077,0,Champions
C025203,0,Champions
C022019,0,Champions
C025731,0,Champions
C034094,0,Champions
C033821,0,Champions
C043997,1,Mid-Tier Active
C012473,0,Champions
C013014,0,Champions
C023595,0,Champions
C044996,0,Champions
C039951,1,Mid-Tier Active
C036987,0,Champions
C029396,0,Champions
C011662,0,Champions
C037302,0,Champions
C046062,1,Mid-Tier Active
C049713,0,Champions
C021432,0,Champions
C024558,0,Champions
C016261,0,Champions
C010446,2,Dormant Buyers
C014913,0,Champions
C041146,0,Champions
C039359,0,Champions
C047624,0,Champions
C048385,0,Champions
C000037,2,Dormant Buyers
C015510,0,Champions
C013727,1,Mid-Tier Active
C025206,0,Champions
C020010,0,Champions
C049716,1,Mid-Tier Active
C021699,0,Champions
C028015,0,Champions
C010527,0,Champions
C009118,0,Champions
C020538,0,Champions
C037478,0,Champions
C029517,0,Champions
C011614,0,Champions
C028083,0,Champions
C011210,0,Champions
C021785,0,Champions
C008987,0,Champions
C031696,0,Champions
C027290,0,Champions
C013955,0,Champions
C039876,1,Mid-Tier Active
C018216,0,Champions
C035355,0,Champions
C013076,2,Dormant Buyers
C037250,0,Champions
C028133,0,Champions
C040409,0,Champions
C010481,2,Dormant Buyers
C039395,0,Champions
C007660,0,Champions
C041108,2,Dormant Buyers
C023899,2,Dormant Buyers
C034655,0,Champions
C000909,1,Mid-Tier Active
C002387,0,Champions
C027756,2,Dormant Buyers
C007352,0,Champions
C010800,0,Champions
C039265,1,Mid-Tier Active
C020737,0,Champions
C045125,0,Champions
C001196,0,Champions
C021084,0,Champions
C001308,0,Champions
C014889,1,Mid-Tier Active
C037952,2,Dormant Buyers
C013205,0,Champions
C036681,0,Champions
C043777,0,Champions
C034395,0,Champions
C021378,2,Dormant Buyers
C039223,0,Champions
C046949,0,Champions
C010754,0,Champions
C016608,0,Champions
C014619,0,Champions
C039403,2,Dormant Buyers
C026733,0,Champions
C044523,0,Champions
C019001,0,Champions
C044335,0,Champions
C016423,0,Champions
C022121,0,Champions
C000524,0,Champions
C037066,0,Champions
C030981,0,Champions
C006721,2,Dormant Buyers
C040513,0,Champions
C019428,2,Dormant Buyers
C022961,0,Champions
C046030,2,Dormant Buyers
C004173,1,Mid-Tier Active
C045959,1,Mid-Tier Active
C049184,1,Mid-Tier Active
C008317,0,Champions
C016188,0,Champions
C044492,2,Dormant Buyers
C036057,2,Dormant Buyers
C044378,0,Champions
C034524,0,Champions
C030449,0,Champions
C003449,0,Champions
C011754,0,Champions
C028722,0,Champions
C027878,0,Champions
C023892,0,Champions
C022068,0,Champions
C035858,0,Champions
C031495,0,Champions
C035947,0,Champions
C015829,2,Dormant Buyers
C025674,0,Champions
C039015,0,Champions
C028687,0,Champions
C003132,1,Mid-Tier Active
C007064,2,Dormant Buyers
C016424,0,Champions
C037481,0,Champions
C020467,0,Champions
C026536,0,Champions
C004522,0,Champions
C005604,0,Champions
C004626,2,Dormant Buyers
C039877,0,Champions
C030583,0,Champions
C046807,0,Champions
C025177,0,Champions
C036247,0,Champions
C036149,0,Champions
C040731,0,Champions
C039215,0,Champions
C049511,0,Champions
C043297,0,Champions
C025225,1,Mid-Tier Active
C004542,0,Champions
C026017,0,Champions
C041584,0,Champions
C031661,0,Champions
C036274,0,Champions
C000608,0,Champions
C005876,1,Mid-Tier Active
C008518,2,Dormant Buyers
C034686,0,Champions
C025755,0,Champions
C030818,2,Dormant Buyers
C010858,0,Champions
C032350,0,Champions
C001888,0,Champions
C019565,0,Champions
C044262,0,Champions
C027632,0,Champions
C002952,0,Champions
C018909,0,Champions
C016475,2,Dormant Buyers
C026569,0,Champions
C010615,2,Dormant Buyers
C019205,0,Champions
C013875,0,Champions
C005643,0,Champions
C026930,2,Dormant Buyers
C009179,0,Champions
C002066,0,Champions
C026789,0,Champions
C007184,0,Champions
